genome	name1	name2	coverage_overlap	compared_bases_count	consensus_SNPs	population_SNPs	popANI	conANI	percent_compared
MAG007	i16S3.sorted.bam	i19SM06.sorted.bam	0.940404086249624	1968783	23825	9676	0.9950852887291286	0.9878986155406665	0.9022410949437308
MAG007	i16S3.sorted.bam	i19SM12.sorted.bam	0.9476465360269102	1977748	18459	10270	0.9948072251874354	0.9906666572283224	0.9063495169568072
MAG007	i16S3.sorted.bam	i21SM01.sorted.bam	0.9144836450318822	1909198	16762	16480	0.9913681032559222	0.9912203972558111	0.8749348678774558
MAG007	i16S3.sorted.bam	i22SM06.sorted.bam	0.9181805221934662	1911909	16822	16304	0.991472397483353	0.9912014640864183	0.876177247361834
MAG007	i16S3.sorted.bam	i22SM12.sorted.bam	0.9037530838672171	1876064	18119	14278	0.9923893854367442	0.9903420139185017	0.8597504334121716
MAG007	i16S3.sorted.bam	i23S2.sorted.bam	0.9285879215367613	1996375	16437	16142	0.9919143447498591	0.9917665769206687	0.9148857776191133
MAG007	i16S3.sorted.bam	i23S3.sorted.bam	0.9285181988225311	1996375	16437	16145	0.9919128420261725	0.9917665769206687	0.9148857776191133
MAG007	i16S3.sorted.bam	i23SM01.sorted.bam	0.9286655339090824	1996360	16435	16142	0.9919142839968743	0.991767516880723	0.9148789035164702
MAG007	i16S3.sorted.bam	i23SM06.sorted.bam	0.9285314451631763	1996375	16440	16143	0.9919138438419636	0.991765074196982	0.9148857776191133
MAG007	i16S3.sorted.bam	i25SM06.sorted.bam	0.9427992943152557	1969760	27666	12425	0.9936921249289253	0.9859546340670945	0.9026888281625569
MAG007	i16S3.sorted.bam	i25SM12.sorted.bam	0.9391585318038758	1967847	22699	11410	0.9942017849964961	0.9884650585131872	0.9018121509387962
MAG007	i16S3.sorted.bam	i26SM01.sorted.bam	0.9273653523347725	1902671	18262	17461	0.990822901069076	0.9904019139409809	0.8719437166806516
MAG007	i16S3.sorted.bam	i26SM06.sorted.bam	0.9341010559434405	1925959	18740	17745	0.9907864082257203	0.9902697824823893	0.8826159901709497
MAG007	i16S3.sorted.bam	i27SM06.sorted.bam	0.7713904747616123	1593446	30107	22863	0.985651851396282	0.9811057293438247	0.730234090691411
MAG007	i16S3.sorted.bam	i27SM12.sorted.bam	0.9213811262898107	1927128	22430	8179	0.9957558605344325	0.9883609184236855	0.8831517119036086
MAG007	i16S3.sorted.bam	i28SM12.sorted.bam	0.9288406387992796	1942969	25888	9730	0.9949922000814218	0.9866760612238281	0.8904112225683206
MAG007	i16S3.sorted.bam	i29SM01.sorted.bam	0.9144754363391744	1886090	16899	16600	0.9911987232846788	0.9910401942643247	0.864345083618876
MAG007	i16S3.sorted.bam	i29SM06.sorted.bam	0.9108878272920818	1890809	17485	16544	0.9912503060859135	0.9907526355121009	0.8665076763104217
MAG007	i16S3.sorted.bam	i29SM12.sorted.bam	0.9390387939309712	1969935	16568	11896	0.993961222070779	0.9915895702142457	0.9027690260267274
MAG007	i16S3.sorted.bam	i30SM01.sorted.bam	0.9290135470664235	1957273	16846	9665	0.9950620071906168	0.9913931270701635	0.8969663668488609
MAG007	i16S3.sorted.bam	i30SM06.sorted.bam	0.9104667229702795	1912184	30662	19615	0.9897420959489254	0.983964932245014	0.8763032725769591
MAG007	i16S3.sorted.bam	i30SM12.sorted.bam	0.9245227560418348	1952184	21390	9430	0.9951695127098675	0.9890430410248214	0.8946342129587833
MAG007	i16S3.sorted.bam	i31SM06.sorted.bam	0.7963220184376604	1656130	16359	12434	0.9924921352792353	0.9901221522465024	0.7589605073637679
MAG007	i16SM01.sorted.bam	i16SM06.sorted.bam	0.962672192927643	1977840	14819	3688	0.9981353395623509	0.99250748291065	0.9063916781196855
MAG007	i16SM01.sorted.bam	i16SM12.sorted.bam	0.9166037477542527	1887573	17113	3356	0.9982220555178528	0.9909338605712202	0.8650247032335321
MAG007	i16SM01.sorted.bam	i18SM06.sorted.bam	0.9203811761131051	1920694	17516	16877	0.9912130719417044	0.990880379696089	0.8802031801431921
MAG007	i16SM01.sorted.bam	i18SM12.sorted.bam	0.9199016138071415	1917579	18728	8223	0.995711780323001	0.990233518410454	0.8787756581609576
MAG007	i16SM01.sorted.bam	i19SM01.sorted.bam	0.9441233156521494	1925777	16010	15628	0.9918848340176458	0.9916864725251159	0.8825325843922125
MAG007	i16SM01.sorted.bam	i19SM06.sorted.bam	0.9387070884451812	1969995	24021	9520	0.995167500425128	0.9878065680369748	0.9027965224373001
MAG007	i16SM01.sorted.bam	i19SM12.sorted.bam	0.9536251957436692	1988966	18706	10279	0.9948319880782276	0.9905951132397437	0.9114904291868899
MAG007	i16SM01.sorted.bam	i21SM01.sorted.bam	0.9199214561023269	1917839	16896	16466	0.9914142949434233	0.9911900842562905	0.8788948092734394
MAG007	i16SM01.sorted.bam	i22SM06.sorted.bam	0.916530123421681	1912919	16969	16415	0.9914188734598799	0.9911292637064089	0.876640103606475
MAG007	i16SM01.sorted.bam	i22SM12.sorted.bam	0.9085463588939418	1882857	18243	14202	0.9924572073184528	0.9903110007823217	0.862863485362515
MAG007	i16SM01.sorted.bam	i23S2.sorted.bam	0.9287420502031717	2000664	16692	16235	0.9918851941155536	0.9916567699523758	0.9168513127015544
MAG007	i16SM01.sorted.bam	i23S3.sorted.bam	0.928674694678116	2000668	16693	16237	0.991884210673635	0.9916562868002087	0.9168531457955926
MAG007	i16SM01.sorted.bam	i23SM01.sorted.bam	0.928822256628343	2000651	16690	16234	0.9918856412237816	0.9916577154136329	0.9168453551459304
MAG007	i16SM01.sorted.bam	i23SM06.sorted.bam	0.9286880296150439	2000668	16696	16236	0.9918847105066908	0.9916547873010415	0.9168531457955926
MAG007	i16SM01.sorted.bam	i25SM06.sorted.bam	0.9430723977548987	1973661	27949	12497	0.9936681122036661	0.9858390068000533	0.9044765531232943
MAG007	i16SM01.sorted.bam	i25SM12.sorted.bam	0.93901377699082	1971660	22938	11498	0.9941683657425723	0.9883661483217188	0.9035595478306936
MAG007	i16SM01.sorted.bam	i26SM01.sorted.bam	0.9208139372993652	1894724	18347	17502	0.990762770725446	0.9903167954805027	0.8683018171002927
MAG007	i16SM01.sorted.bam	i26SM06.sorted.bam	0.9286598239955114	1920095	18843	17741	0.9907603530033671	0.9901864230676086	0.8799286743109743
MAG007	i16SM01.sorted.bam	i27SM06.sorted.bam	0.7713530993633914	1594988	30310	22743	0.9857409585526662	0.980996722232393	0.7309407484431303
MAG007	i16SM01.sorted.bam	i27SM12.sorted.bam	0.9215130541837696	1930309	22566	8101	0.9958032625864564	0.988309643689171	0.8846094799374732
MAG007	i16SM01.sorted.bam	i28SM12.sorted.bam	0.9293665064368725	1945252	26022	9672	0.9950278935582639	0.9866228128797708	0.8914574609906132
MAG007	i16SM01.sorted.bam	i29SM01.sorted.bam	0.9191465572254233	1892879	17023	16599	0.991230818240363	0.9910068208268992	0.867456302475181
MAG007	i16SM01.sorted.bam	i29SM06.sorted.bam	0.9168167039917523	1898948	17616	16565	0.9912767490210369	0.9907232846818343	0.8702375644046133
MAG007	i16SM01.sorted.bam	i29SM12.sorted.bam	0.9341278214766179	1966653	16780	11970	0.9939135170261353	0.9914677373181746	0.9012649723683988
MAG007	i16SM01.sorted.bam	i30SM01.sorted.bam	0.9216239727911293	1951405	16764	9523	0.9951199264119954	0.9914092666565885	0.8942772178948473
MAG007	i16SM01.sorted.bam	i30SM06.sorted.bam	0.9096570591879415	1914317	30984	19787	0.9896636763921545	0.9838145928809074	0.8772807699728198
MAG007	i16SM01.sorted.bam	i30SM12.sorted.bam	0.9198816886550656	1949408	21428	9376	0.9951903347067418	0.9890079449761158	0.8933620456962847
MAG007	i16SM01.sorted.bam	i31SM06.sorted.bam	0.7955444377489914	1659576	16471	12373	0.9925444812409917	0.9900751758280428	0.7605397178776621
MAG007	i16SM06.sorted.bam	i16SM12.sorted.bam	0.9305603117718684	1925382	4670	112	0.9999418297252182	0.9975745072925788	0.8823515663559419
MAG007	i16SM06.sorted.bam	i18SM06.sorted.bam	0.9209265734528402	1945124	27522	12160	0.9937484705345263	0.9858507735239501	0.8913988019813913
MAG007	i16SM06.sorted.bam	i18SM12.sorted.bam	0.9264158736991683	1950622	27728	5100	0.99738544935923	0.9857850470260255	0.8939183897368731
MAG007	i16SM06.sorted.bam	i19SM01.sorted.bam	0.9407333867009342	1941476	25704	10763	0.9944562796552726	0.9867605883358846	0.889727020218569
MAG007	i16SM06.sorted.bam	i19SM06.sorted.bam	0.9495165725041008	2008774	23256	4873	0.9975741422380019	0.9884227892236758	0.9205679108639693
MAG007	i16SM06.sorted.bam	i19SM12.sorted.bam	0.9515355421124325	2009119	25734	5670	0.9971778675130741	0.9871914008080158	0.9207260152247625
MAG007	i16SM06.sorted.bam	i21SM01.sorted.bam	0.9320785100092168	1957009	27137	11812	0.9939642587233886	0.9861334311697084	0.8968453826423409
MAG007	i16SM06.sorted.bam	i22SM06.sorted.bam	0.911253880567393	1927555	27021	11249	0.9941641094547238	0.9859817229599155	0.8833473946921846
MAG007	i16SM06.sorted.bam	i22SM12.sorted.bam	0.9184081541513097	1919725	27224	9746	0.9949232311919676	0.9858188021721861	0.8797591131124425
MAG007	i16SM06.sorted.bam	i23S2.sorted.bam	0.9429965623206235	2042737	26701	10965	0.9946322017959238	0.9869288116874566	0.9361322540686667
MAG007	i16SM06.sorted.bam	i23S3.sorted.bam	0.9429226568583283	2042737	26706	10964	0.9946326913352037	0.986926363991057	0.9361322540686667
MAG007	i16SM06.sorted.bam	i23SM01.sorted.bam	0.9430931979430739	2042737	26701	10964	0.9946326913352037	0.9869288116874566	0.9361322540686667
MAG007	i16SM06.sorted.bam	i23SM06.sorted.bam	0.9429366628057488	2042737	26705	10964	0.9946326913352037	0.986926853530337	0.9361322540686667
MAG007	i16SM06.sorted.bam	i25SM06.sorted.bam	0.9517590469822454	2006530	22016	4717	0.9976491754421812	0.9890278241541367	0.919539545108549
MAG007	i16SM06.sorted.bam	i25SM12.sorted.bam	0.9469245827275027	2005252	23248	5813	0.9971011124786311	0.9884064446762801	0.9189538715633496
MAG007	i16SM06.sorted.bam	i26SM01.sorted.bam	0.9223383730845881	1920863	28235	12616	0.9934321187924386	0.9853008777825384	0.8802806283663054
MAG007	i16SM06.sorted.bam	i26SM06.sorted.bam	0.9299543726901658	1945301	28640	12751	0.9934452303268234	0.9852773426837287	0.891479916392581
MAG007	i16SM06.sorted.bam	i27SM06.sorted.bam	0.7858788766157312	1634805	24578	12100	0.9925985056321702	0.9849657910270644	0.7491878247727078
MAG007	i16SM06.sorted.bam	i27SM12.sorted.bam	0.9291446238696821	1963979	25108	4441	0.9977387741925957	0.9872157492519014	0.9000395490038738
MAG007	i16SM06.sorted.bam	i28SM12.sorted.bam	0.9405167803094004	1983611	22648	4146	0.9979098724497898	0.9885824387947032	0.9090363745432731
MAG007	i16SM06.sorted.bam	i29SM01.sorted.bam	0.9241789844333165	1924071	26558	10964	0.9943016655830268	0.9861969750596522	0.8817507697849276
MAG007	i16SM06.sorted.bam	i29SM06.sorted.bam	0.9230774662515274	1931454	26921	10802	0.9944073221521196	0.9860617959319766	0.8851342031059029
MAG007	i16SM06.sorted.bam	i29SM12.sorted.bam	0.9409177150058051	1997186	27264	8065	0.9959618182783176	0.9863487927514012	0.9152574374353548
MAG007	i16SM06.sorted.bam	i30SM01.sorted.bam	0.9332295387634267	1989373	26938	6315	0.9968256330009505	0.9864590501630414	0.911676946505275
MAG007	i16SM06.sorted.bam	i30SM06.sorted.bam	0.9222060583155278	1952882	25338	9649	0.9950590972726463	0.9870253297434254	0.8949540878684462
MAG007	i16SM06.sorted.bam	i30SM12.sorted.bam	0.931928383316452	1989116	25528	4732	0.9976210537746416	0.9871661582331046	0.9115591702133218
MAG007	i16SM06.sorted.bam	i31SM06.sorted.bam	0.7934886190223165	1672086	23763	8244	0.9950696315859352	0.985788410404728	0.7662727194820776
MAG007	i16SM12.sorted.bam	i18SM06.sorted.bam	0.882979225466441	1862082	25879	10707	0.9942499846945516	0.9861021158037079	0.853342853201705
MAG007	i16SM12.sorted.bam	i18SM12.sorted.bam	0.8862359015244764	1864994	26048	4316	0.9976857834395177	0.9860331990344204	0.8546773456615018
MAG007	i16SM12.sorted.bam	i19SM01.sorted.bam	0.8912986705586184	1847386	24138	9746	0.9947244376648952	0.9869339704858648	0.8466080657054227
MAG007	i16SM12.sorted.bam	i19SM06.sorted.bam	0.9011959080485255	1913474	21808	4329	0.9977376227740749	0.9886029284955008	0.8768944454042729
MAG007	i16SM12.sorted.bam	i19SM12.sorted.bam	0.9119543365009078	1925161	24375	5163	0.9973181463784068	0.9873387212809733	0.8822502879103323
MAG007	i16SM12.sorted.bam	i21SM01.sorted.bam	0.8886908029722503	1867245	25707	10732	0.9942524949859285	0.9862326582746238	0.855708919331489
MAG007	i16SM12.sorted.bam	i22SM06.sorted.bam	0.8682951754332369	1838795	25534	10194	0.9944561519908418	0.986113732090853	0.8426710379849164
MAG007	i16SM12.sorted.bam	i22SM12.sorted.bam	0.8750312453803104	1830582	25346	8701	0.9952468668434411	0.9861541302165103	0.8389072376510183
MAG007	i16SM12.sorted.bam	i23S2.sorted.bam	0.9018949097684115	1955525	25054	9551	0.9951158895948659	0.987188095268534	0.8961653047541752
MAG007	i16SM12.sorted.bam	i23S3.sorted.bam	0.9018254937427526	1955525	25059	9557	0.9951128213651066	0.9871855384104014	0.8961653047541752
MAG007	i16SM12.sorted.bam	i23SM01.sorted.bam	0.9019854869128365	1955525	25056	9552	0.9951153782232393	0.9871870725252809	0.8961653047541752
MAG007	i16SM12.sorted.bam	i23SM06.sorted.bam	0.9018387182515143	1955525	25057	9552	0.9951153782232393	0.9871865611536544	0.8961653047541752
MAG007	i16SM12.sorted.bam	i25SM06.sorted.bam	0.9130022639782982	1922892	21343	4373	0.9977258213149777	0.9889005726790688	0.8812104653171734
MAG007	i16SM12.sorted.bam	i25SM12.sorted.bam	0.9073981077044391	1920725	21568	5352	0.9972135521743092	0.9887709068190397	0.880217386621988
MAG007	i16SM12.sorted.bam	i26SM01.sorted.bam	0.877875737685144	1828653	26622	11358	0.9937888708245906	0.9854417431847377	0.8380232280511049
MAG007	i16SM12.sorted.bam	i26SM06.sorted.bam	0.8864285823764609	1856020	27040	11424	0.9938448939127811	0.9854311914742298	0.8505647991868395
MAG007	i16SM12.sorted.bam	i27SM06.sorted.bam	0.7726829040441784	1580854	24161	11346	0.9928228666277847	0.9847164886826993	0.7244635106592127
MAG007	i16SM12.sorted.bam	i27SM12.sorted.bam	0.8928595396307161	1882636	23717	3883	0.9979374664034896	0.98740223813844	0.8627622069169054
MAG007	i16SM12.sorted.bam	i28SM12.sorted.bam	0.8958077375350832	1892620	21142	3779	0.9980032970168338	0.988829242003149	0.8673376096362088
MAG007	i16SM12.sorted.bam	i29SM01.sorted.bam	0.8822392905129738	1836522	24771	9712	0.9947117431754152	0.9865120047568176	0.8416293822977192
MAG007	i16SM12.sorted.bam	i29SM06.sorted.bam	0.8828306541407095	1845704	25110	9601	0.9947981908258312	0.9863954350210001	0.845837249662367
MAG007	i16SM12.sorted.bam	i29SM12.sorted.bam	0.898247452806992	1908040	25795	7044	0.9963082534957338	0.9864808913859249	0.8744041871534021
MAG007	i16SM12.sorted.bam	i30SM01.sorted.bam	0.8863862398051732	1895677	25300	5427	0.9971371705200833	0.9866538445104308	0.8687385517548897
MAG007	i16SM12.sorted.bam	i30SM06.sorted.bam	0.8828902461719158	1867945	24399	9047	0.995156709646162	0.986938052244579	0.8560297107881708
MAG007	i16SM12.sorted.bam	i30SM12.sorted.bam	0.8895537262330868	1899805	23884	4205	0.9977866149420599	0.9874281834188245	0.870630304802294
MAG007	i16SM12.sorted.bam	i31SM06.sorted.bam	0.7777349578950966	1616114	22032	7374	0.9954372030685954	0.9863672983465276	0.7406222346057908
MAG007	i18SM06.sorted.bam	i18SM12.sorted.bam	0.9349602873375721	1951371	18811	8148	0.9958244741773861	0.9903601109168887	0.8942616365955227
MAG007	i18SM06.sorted.bam	i19SM01.sorted.bam	0.8932033045071154	1875068	16486	15921	0.9915091079363522	0.9912077855309781	0.8592939929966642
MAG007	i18SM06.sorted.bam	i19SM06.sorted.bam	0.9189546975220807	1965457	24195	10170	0.9948256308838097	0.9876898858636948	0.9007168772509822
MAG007	i18SM06.sorted.bam	i19SM12.sorted.bam	0.9189210762978051	1962389	19325	10562	0.9946177847511375	0.9901523092516316	0.8993108941236962
MAG007	i18SM06.sorted.bam	i21SM01.sorted.bam	0.9191048599824568	1932892	17506	17040	0.9911841944609424	0.9909431049432663	0.8857932004126294
MAG007	i18SM06.sorted.bam	i22SM06.sorted.bam	0.9135704322800337	1919738	17148	16315	0.991501444467943	0.99106753109018	0.8797650706680665
MAG007	i18SM06.sorted.bam	i22SM12.sorted.bam	0.931072041749477	1922734	18801	14395	0.9925132649654086	0.9902217363400242	0.8811380581026652
MAG007	i18SM06.sorted.bam	i23S2.sorted.bam	0.9315969020565007	2021674	16293	15743	0.9922128889227442	0.991940837147829	0.9264796391371076
MAG007	i18SM06.sorted.bam	i23S3.sorted.bam	0.9315252045099274	2021679	16296	15743	0.9922129081817638	0.9919393731645825	0.9264819305046553
MAG007	i18SM06.sorted.bam	i23SM01.sorted.bam	0.9316765086732254	2021652	16292	15743	0.9922128041819265	0.9919412440914658	0.9264695571198976
MAG007	i18SM06.sorted.bam	i23SM06.sorted.bam	0.9315383742041216	2021677	16297	15744	0.9922124058393106	0.9919388705515273	0.9264810139576363
MAG007	i18SM06.sorted.bam	i25SM06.sorted.bam	0.9184014257068368	1959472	28920	13199	0.9932640017310785	0.9852409220443058	0.8979741102963518
MAG007	i18SM06.sorted.bam	i25SM12.sorted.bam	0.9325566596726041	1981762	23587	11923	0.9939836367838317	0.98809796534599	0.9081890268241233
MAG007	i18SM06.sorted.bam	i26SM01.sorted.bam	0.92993399800089	1913950	18290	17172	0.9910279787873246	0.9904438464954675	0.8771125835948166
MAG007	i18SM06.sorted.bam	i26SM06.sorted.bam	0.9370345444422334	1940419	18638	17272	0.9910988296857535	0.9903948580177786	0.8892426251189792
MAG007	i18SM06.sorted.bam	i27SM06.sorted.bam	0.7742986069528641	1611321	30382	22630	0.9859556227468022	0.981144663291796	0.7384257296745388
MAG007	i18SM06.sorted.bam	i27SM12.sorted.bam	0.909458914278317	1934074	22774	8413	0.9956501147319079	0.9882248559258849	0.8863348797009124
MAG007	i18SM06.sorted.bam	i28SM12.sorted.bam	0.9517709915117393	1985311	25783	9470	0.9952299664888775	0.9870131178440052	0.9098154395095007
MAG007	i18SM06.sorted.bam	i29SM01.sorted.bam	0.9451615898449158	1935555	15003	14526	0.9924951758022893	0.9922487348589939	0.8870135827685495
MAG007	i18SM06.sorted.bam	i29SM06.sorted.bam	0.9474577155922305	1947183	15503	14400	0.9926047012530409	0.9920382419115203	0.8923423871375458
MAG007	i18SM06.sorted.bam	i29SM12.sorted.bam	0.921491993815593	1965816	16398	11316	0.9942436118131097	0.9916584258140131	0.9008813974409091
MAG007	i18SM06.sorted.bam	i30SM01.sorted.bam	0.9243522504075431	1969045	17295	9461	0.9951951326658355	0.9912165542179077	0.9023611626032318
MAG007	i18SM06.sorted.bam	i30SM06.sorted.bam	0.9147899291311293	1932945	30550	19086	0.9901259477119111	0.9841951012574077	0.8858174889086354
MAG007	i18SM06.sorted.bam	i30SM12.sorted.bam	0.9330510423984122	1980717	21103	9122	0.9953945970070434	0.9893457773119532	0.9077101310066482
MAG007	i18SM06.sorted.bam	i31SM06.sorted.bam	0.784757714393463	1654110	16048	12039	0.9927217657834122	0.9902981059300772	0.7580347948744858
MAG007	i18SM12.sorted.bam	i19SM01.sorted.bam	0.9126207526838397	1900891	18016	7800	0.9958966610920879	0.9905223392609045	0.8711279898336605
MAG007	i18SM12.sorted.bam	i19SM06.sorted.bam	0.9361320993921486	1988894	24723	3228	0.9983769874110938	0.9875694732851524	0.9114574334942026
MAG007	i18SM12.sorted.bam	i19SM12.sorted.bam	0.9241805295918301	1969780	19691	4034	0.9979520555595041	0.9900034521621704	0.9026979936327478
MAG007	i18SM12.sorted.bam	i21SM01.sorted.bam	0.9162510047877602	1932152	17970	8485	0.9956085235530124	0.9906994894811588	0.8854540780155657
MAG007	i18SM12.sorted.bam	i22SM06.sorted.bam	0.9166021785818832	1926824	18298	8248	0.9957193807010916	0.9905035436552586	0.8830123967567067
MAG007	i18SM12.sorted.bam	i22SM12.sorted.bam	0.925249758838329	1917888	18817	6840	0.9964335769346281	0.990188686722061	0.8789172646754072
MAG007	i18SM12.sorted.bam	i23S2.sorted.bam	0.9304607932285949	2022662	18480	7752	0.9961674268859553	0.9908635253937633	0.9269324133645387
MAG007	i18SM12.sorted.bam	i23S3.sorted.bam	0.9303877432082763	2022662	18483	7754	0.9961664380900022	0.9908620421998336	0.9269324133645387
MAG007	i18SM12.sorted.bam	i23SM01.sorted.bam	0.9305540552655138	2022662	18480	7753	0.9961669324879787	0.9908635253937633	0.9269324133645387
MAG007	i18SM12.sorted.bam	i23SM06.sorted.bam	0.930402017500533	2022662	18484	7753	0.9961669324879787	0.9908615478018572	0.9269324133645387
MAG007	i18SM12.sorted.bam	i25SM06.sorted.bam	0.923623994910576	1966687	29517	5860	0.9970203697893971	0.9849915111047157	0.9012805536677233
MAG007	i18SM12.sorted.bam	i25SM12.sorted.bam	0.9349341267403196	1986108	23281	4955	0.9975051709171908	0.9882780795404882	0.9101806834966085
MAG007	i18SM12.sorted.bam	i26SM01.sorted.bam	0.9215984410212963	1905798	19937	9317	0.995111234244133	0.9895387653885669	0.8733767379450008
MAG007	i18SM12.sorted.bam	i26SM06.sorted.bam	0.9305387849228118	1932647	20133	9259	0.9952091613212346	0.9895826811621574	0.8856809234027908
MAG007	i18SM12.sorted.bam	i27SM06.sorted.bam	0.7968931613380941	1638868	29809	11042	0.9932624225990134	0.9818112257973186	0.7510497900419916
MAG007	i18SM12.sorted.bam	i27SM12.sorted.bam	0.9218784882483048	1949853	22597	2225	0.9988588883367105	0.9884109212335495	0.8935659774080326
MAG007	i18SM12.sorted.bam	i28SM12.sorted.bam	0.9414011111323844	1974967	25694	3425	0.9982657938082004	0.9869901623672699	0.9050750583267609
MAG007	i18SM12.sorted.bam	i29SM01.sorted.bam	0.9203727719881797	1909223	18125	8086	0.9957647692281101	0.9905066092331802	0.8749463247151945
MAG007	i18SM12.sorted.bam	i29SM06.sorted.bam	0.9202539614804817	1917700	18287	7988	0.9958345935234917	0.990464097616937	0.8788311092556126
MAG007	i18SM12.sorted.bam	i29SM12.sorted.bam	0.9189137175319869	1965424	18226	5387	0.9972591155903255	0.9907266828938692	0.9007017542251672
MAG007	i18SM12.sorted.bam	i30SM01.sorted.bam	0.933170994118647	1983860	18305	3814	0.9980774853064228	0.9907730384200498	0.90915048464715
MAG007	i18SM12.sorted.bam	i30SM06.sorted.bam	0.9238751976045703	1948228	30478	9536	0.995105295684078	0.9843560404634365	0.892821282955021
MAG007	i18SM12.sorted.bam	i30SM12.sorted.bam	0.9414847505205853	1994475	21322	3193	0.9983990774514596	0.9893094674037027	0.9140150579509766
MAG007	i18SM12.sorted.bam	i31SM06.sorted.bam	0.7994100456248996	1674540	16577	5708	0.9965913026861108	0.9901005649312647	0.7673973226745026
MAG007	i19SM01.sorted.bam	i19SM06.sorted.bam	0.9592272350444508	1987262	10207	412	0.999792679576221	0.9948637874623477	0.9107095311266242
MAG007	i19SM01.sorted.bam	i19SM12.sorted.bam	0.9577579747648217	1987164	11764	720	0.9996376745955543	0.9940800054751394	0.9106646203226887
MAG007	i19SM01.sorted.bam	i21SM01.sorted.bam	0.918950908023779	1908852	16043	15899	0.9916709100548392	0.9915954720428823	0.8747763052431531
MAG007	i19SM01.sorted.bam	i22SM06.sorted.bam	0.9237784558503246	1909877	15025	14685	0.992311023170602	0.9921330012351581	0.8752460355904373
MAG007	i19SM01.sorted.bam	i22SM12.sorted.bam	0.9203932375068914	1883901	17464	13454	0.9928584357670599	0.9907298738097172	0.8633419229064806
MAG007	i19SM01.sorted.bam	i23S2.sorted.bam	0.926155715941949	1988474	14751	14662	0.9926265065572897	0.9925817486172814	0.9112649586201934
MAG007	i19SM01.sorted.bam	i23S3.sorted.bam	0.9260798993367095	1988487	14752	14663	0.9926260518675757	0.9925812942201785	0.9112709161758176
MAG007	i19SM01.sorted.bam	i23SM01.sorted.bam	0.9262498387699081	1988447	14750	14660	0.9926274122468439	0.9925821507940619	0.9112525852354357
MAG007	i19SM01.sorted.bam	i23SM06.sorted.bam	0.9260880412241451	1988477	14754	14659	0.9926280263739535	0.9925802511168095	0.911266333440722
MAG007	i19SM01.sorted.bam	i25SM06.sorted.bam	0.9331710846889565	1957813	25378	8467	0.9956752764436644	0.9870375771332605	0.8972138345440156
MAG007	i19SM01.sorted.bam	i25SM12.sorted.bam	0.9401008796425966	1961561	14762	4574	0.9976681836557721	0.9924743609808718	0.8989314436577925
MAG007	i19SM01.sorted.bam	i26SM01.sorted.bam	0.9059651710487897	1870318	16497	15826	0.991538337330871	0.9911795748102729	0.8571171938263226
MAG007	i19SM01.sorted.bam	i26SM06.sorted.bam	0.9162909832922618	1896829	17044	16195	0.9914620664277064	0.9910144773197794	0.8692664828378862
MAG007	i19SM01.sorted.bam	i27SM06.sorted.bam	0.779283667588233	1595000	29570	22310	0.986012539184953	0.981460815047022	0.7309462477252449
MAG007	i19SM01.sorted.bam	i27SM12.sorted.bam	0.923151704534577	1922858	18351	3164	0.9983545326800003	0.9904563935558424	0.8811948840178488
MAG007	i19SM01.sorted.bam	i28SM12.sorted.bam	0.9185216076029985	1920130	22288	7307	0.9961945284954664	0.9883924525943556	0.8799447138838085
MAG007	i19SM01.sorted.bam	i29SM01.sorted.bam	0.9171137241671092	1876954	14987	14753	0.992139924579931	0.9920152545027742	0.8601582968356672
MAG007	i19SM01.sorted.bam	i29SM06.sorted.bam	0.9140560202936487	1882097	15471	14598	0.9922437578934561	0.991779913575124	0.8625151974952603
MAG007	i19SM01.sorted.bam	i29SM12.sorted.bam	0.9300768712089141	1956569	15985	11191	0.9942802937182385	0.9918300862376946	0.8966437422981408
MAG007	i19SM01.sorted.bam	i30SM01.sorted.bam	0.9370467084940034	1960790	14996	8150	0.995843512053815	0.9923520621790197	0.8985781147819328
MAG007	i19SM01.sorted.bam	i30SM06.sorted.bam	0.9243148405204246	1922132	28675	17976	0.9906478847446482	0.9850816697292382	0.8808621774499187
MAG007	i19SM01.sorted.bam	i30SM12.sorted.bam	0.9307456305418582	1955018	19539	8004	0.995905920047795	0.9900057186174245	0.8959329600848356
MAG007	i19SM01.sorted.bam	i31SM06.sorted.bam	0.7981988927199158	1650497	13340	9436	0.9942829341707377	0.9919175860362061	0.7563790526844975
MAG007	i19SM06.sorted.bam	i19SM12.sorted.bam	0.9579723074196558	2040350	15145	352	0.9998274805793124	0.9925772539025167	0.9350383552013815
MAG007	i19SM06.sorted.bam	i21SM01.sorted.bam	0.9387370922435989	1991513	23877	9880	0.9950389477748827	0.9880106230790359	0.9126576518157026
MAG007	i19SM06.sorted.bam	i22SM06.sorted.bam	0.9340112944574753	1981977	23098	9191	0.9953627110708146	0.9883459797969402	0.9082875556286757
MAG007	i19SM06.sorted.bam	i22SM12.sorted.bam	0.9327232071607313	1960044	24458	8176	0.9958286650707842	0.9875217086963354	0.8982362427438119
MAG007	i19SM06.sorted.bam	i23S2.sorted.bam	0.9641057627682296	2094922	22975	8771	0.9958132092746174	0.9890330045700986	0.9600472571643044
MAG007	i19SM06.sorted.bam	i23S3.sorted.bam	0.9640188661872213	2094922	22974	8771	0.9958132092746174	0.9890334819148398	0.9600472571643044
