"","observed","chao1","diversity_inverse_simpson","diversity_gini_simpson","diversity_shannon","diversity_fisher","diversity_coverage","evenness_camargo","evenness_pielou","evenness_simpson","evenness_evar","evenness_bulla","dominance_dbp","dominance_dmn","dominance_absolute","dominance_relative","dominance_simpson","dominance_core_abundance","dominance_gini","rarity_log_modulo_skewness","rarity_low_abundance","rarity_rare_abundance"
"B_i06_S_M12",55,57,4.99501536209365,0.799800415512465,2.39056272026985,9.11279293301415,2,0.219157894736842,0.596547032594986,0.0908184611289754,0.227474678169109,0.33874269005848,0.374473684210526,0.601842105263158,1423,0.374473684210526,0.200199584487535,0.448684210526316,0.998396801277033,2.03051508166395,0.0142105263157895,0.178947368421053
"B_i06_S1",126,126,49.2980827006063,0.979715235457064,4.32576346444962,25.0592327907895,19,0.887314118629908,0.894439891568758,0.391254624607987,0.52861951624688,0.596067368421053,0.0607894736842105,0.112105263157895,231,0.0607894736842105,0.0202847645429363,0.0202631578947368,0.99136122239106,2.05232012205984,0.0223684210526316,0.946052631578947
"B_i06_S2",20,26,2.37704864060473,0.579310249307479,1.18947964055493,2.76803298902857,1,0.195421052631579,0.397058058577375,0.118852432030237,0.134184385566845,0.181440443213296,0.566578947368421,0.877631578947368,2153,0.566578947368421,0.420689750692521,0.567631578947368,0.999607757363663,2.04212699556006,0.00868421052631579,0.093421052631579
"B_i06_S3",28,28.5,4.93996100030789,0.797569252077562,1.99704685205193,4.09748487998251,2,0.225892857142857,0.599317012492408,0.176427178582425,0.175700844078343,0.301793372319688,0.325,0.559736842105263,1235,0.325,0.202430747922438,0.376578947368421,0.999158493346226,2.0370693787177,0.00710526315789474,0.0842105263157894
"B_i07_S_M01",27,27.3333333333333,6.25953126341096,0.840243628808864,2.18439254055164,3.92670895468514,2,0.557426900584795,0.662773258920385,0.231834491237443,0.15752461613986,0.347661943319838,0.275,0.504210526315789,1045,0.275,0.159756371191136,0.1,0.999013368942917,2.01536812175891,0.00368421052631579,0.826842105263158
"B_i07_S_M02",40,41,8.02365756540892,0.875368559556787,2.5167799820369,6.23635923240113,3,0.508947368421053,0.682261378649854,0.200591439135223,0.207740894640666,0.347638326585695,0.209210526315789,0.395263157894737,795,0.209210526315789,0.124631440443213,0.224736842105263,0.998586898128962,2.0453702379865,0.00921052631578947,0.638684210526316
"B_i07_S_M03",37,37.5,5.53182099578907,0.819227700831025,2.09889652868158,5.68699828765828,2,0.255533428165007,0.58126398313624,0.149508675561867,0.200549676834773,0.245804093567251,0.296315789473684,0.513157894736842,1126,0.296315789473684,0.180772299168975,0.231578947368421,0.999032324906755,2.05115801428002,0.0110526315789474,0.463684210526316
"B_i07_S_M04",46,101,3.33105419099213,0.699794736842105,1.75693045293595,7.36191992171876,2,0.127906178489703,0.458891358837387,0.0724142215433071,0.188511418442503,0.210210526315789,0.455,0.747368421052632,1729,0.455,0.300205263157895,0.481315789473684,0.999186274961243,2.05774233518413,0.015,0.0634210526315789
"B_i07_S_M05",37,37,6.01600490612699,0.833776731301939,2.22263447716998,5.68699828765828,3,0.298093883357041,0.61553170992535,0.162594727192621,0.204420018921279,0.302792397660819,0.242894736842105,0.465789473684211,923,0.242894736842105,0.166223268698061,0.257368421052632,0.998908382066277,2.04135798898389,0.00815789473684211,0.445263157894737
"B_i07_S_M06",43,43.2,4.48300463140326,0.776935318559557,2.15944195688354,6.79478020190698,2,0.281334149326805,0.574136416691388,0.104255921660541,0.217385924062373,0.321284461152882,0.395789473684211,0.629473684210526,1504,0.395789473684211,0.223064681440443,0.428684210526316,0.998843302481927,2.01843917452343,0.00947368421052631,0.245789473684211
"B_i07_S_M08",69,69.9090909090909,8.52133579610167,0.882647506925208,2.77303493068972,11.9722955839101,3,0.226155606407323,0.65492800610444,0.123497620233357,0.234532771091781,0.335847523219814,0.216842105263158,0.405789473684211,824,0.216842105263158,0.117352493074792,0.266052631578947,0.997964190879649,2.05412237779945,0.0221052631578947,0.262631578947368
"B_i07_S_M10",44,44.75,3.61620903090607,0.723467313019391,2.1847730006986,6.98287366855401,1,0.284294258373206,0.577342367072768,0.0821865688842288,0.233772327490872,0.358017135862913,0.509473684210526,0.59,1936,0.509473684210526,0.276532686980609,0.0636842105263158,0.998649905603905,2.03080209331861,0.00868421052631579,0.227631578947368
"B_i07_S_M11",68,69.25,8.58774426601549,0.883554986149584,2.7471905539125,11.762879812059,4,0.245650154798762,0.651068974359852,0.126290356853169,0.232777529346371,0.298523173605656,0.263421052631579,0.385789473684211,1001,0.263421052631579,0.116445013850416,0.0794736842105263,0.99808874767847,2.05204742011294,0.0257894736842105,0.289736842105263
"B_i07_S_M12",48,48.5,3.11322032027362,0.6787891966759,2.06326782411847,7.74470638711891,1,0.207160087719298,0.532978736651699,0.0648587566723671,0.2817777999061,0.3301679731243,0.551578947368421,0.647631578947368,2096,0.551578947368421,0.3212108033241,0.0494736842105263,0.998635170603674,2.05284368610518,0.0165789473684211,0.251842105263158
"B_i07_S_M07-1",52,54,6.04492669898442,0.834572022160665,2.5712047454511,8.52118140582265,3,0.302145748987854,0.650733016887708,0.116248590365085,0.202066368395344,0.373457172342621,0.372368421052632,0.459473684210526,1415,0.372368421052632,0.165427977839335,0.447894736842105,0.998327654218661,2.02707125846409,0.0184210526315789,0.283684210526316
"B_i07_S_M07-2",72,73.5,8.68106697767812,0.884806786703601,2.81047632179695,12.6051218171926,3,0.225244883040936,0.657165241237855,0.120570374689974,0.235389150934957,0.324447739065975,0.236578947368421,0.411315789473684,899,0.236578947368421,0.115193213296399,0.233684210526316,0.99788844376909,2.04707395078114,0.0257894736842105,0.292368421052632
"B_i07_S1",125,125.375,58.5098623964732,0.982908864265928,4.37341577309782,24.8116792050825,23,0.916812631578947,0.905785334393236,0.468078899171786,0.396733713425391,0.615131578947368,0.0557894736842105,0.0907894736842105,212,0.0557894736842105,0.017091135734072,0.0173684210526316,0.991161302205644,2.05146667172612,0.0331578947368421,0.953157894736842
"B_i07_S2",19,20,1.80547167947626,0.44612811634349,0.971182209383047,2.60817318852379,1,0.122770083102493,0.329836079556991,0.0950248252355928,0.135593360764643,0.168333333333333,0.723157894736842,0.887631578947368,2748,0.723157894736842,0.55387188365651,0.0607894736842105,0.999681662599193,2.04666263269641,0.00473684210526316,0.0339473684210526
"B_i07_S3",20,21,2.85394670788156,0.649608033240997,1.3741228904861,2.76803298902857,2,0.49553947368421,0.458693489607437,0.142697335394078,0.131840757923463,0.20803324099723,0.442631578947368,0.826842105263158,1682,0.442631578947368,0.350391966759003,0.0121052631578947,0.999518349679974,2.04212699556006,0.005,0.451315789473684
"B_i08_S_M01",32,33,4.80776594037438,0.792003185595568,2.00739648738918,4.79261456116046,2,0.192319078947368,0.57921219149086,0.150242685636699,0.178489335613161,0.279728353140917,0.337894736842105,0.593947368421053,1284,0.337894736842105,0.207996814404432,0.57421052631579,0.999140535064696,2.04411169734285,0.00736842105263158,0.0605263157894737
"B_i08_S_M02",40,41.2,4.59704833840898,0.782469113573407,2.11471364493334,6.23635923240113,2,0.177657894736842,0.573267213320012,0.114926208460224,0.179293674374429,0.284210526315789,0.415263157894737,0.564473684210526,1578,0.415263157894737,0.217530886426593,0.690526315789474,0.999001473500023,2.04010405080797,0.0110526315789474,0.0752631578947368
"B_i08_S_M03",35,39.6666666666667,3.15578612511861,0.683121745152355,1.59935492242413,5.32598103306538,2,0.176872180451128,0.449844823843809,0.0901653178605318,0.15714908314523,0.218691950464396,0.419210526315789,0.787368421052632,1593,0.419210526315789,0.316878254847645,0.838421052631579,0.999354960015963,2.05167448007335,0.00736842105263158,0.0868421052631578
"B_i08_S_M04",38,43.25,4.68365236660673,0.786491412742382,2.09116215489955,5.86908899518849,2,0.179383656509695,0.574876322670208,0.123254009647545,0.160962829228036,0.295135135135135,0.378947368421053,0.610263157894737,1440,0.378947368421053,0.213508587257618,0.581578947368421,0.999029178370248,2.03974245327739,0.0113157894736842,0.0513157894736842
"B_i08_S_M05",40,47.2,2.36150446805149,0.576541135734072,1.42775244448762,6.23635923240113,1,0.112638157894737,0.387042315219966,0.0590376117012873,0.18214078605707,0.185155195681511,0.615263157894737,0.817631578947368,2338,0.615263157894737,0.423458864265928,0.863947368421053,0.999389802151924,2.05752917267252,0.0128947368421053,0.0407894736842105
"B_i08_S_M06",33,34.5,3.6338068858124,0.724806509695291,1.69758406767418,4.96929190936677,2,0.240526315789474,0.485508478912652,0.110115360176133,0.174455415104208,0.206644736842105,0.398947368421053,0.710263157894737,1516,0.398947368421053,0.275193490304709,0.798421052631579,0.999334162177096,2.04795214502431,0.00973684210526316,0.159473684210526
"B_i08_S_M07",42,42,3.48999984531857,0.71346703601108,2.10360442930818,6.60765516217891,1,0.226660401002506,0.562811763516521,0.0830952344123468,0.261073609916356,0.354326059050064,0.513157894736842,0.636578947368421,1950,0.513157894736842,0.28653296398892,0.671578947368421,0.998750825006523,2.0321546110813,0.0155263157894737,0.218947368421053
"B_i08_S_M08",48,48,6.59239117532656,0.848309972299169,2.46159680111198,7.74470638711891,3,0.256864035087719,0.635874188443311,0.137341482819303,0.227157332168875,0.339977603583427,0.271315789473684,0.476842105263158,1031,0.271315789473684,0.151690027700831,0.491578947368421,0.998536169820878,2.0533147905076,0.0136842105263158,0.223421052631579
"B_i08_S_M09",74,77.75,6.17121972191903,0.837957479224377,2.66096728565746,13.0307728144696,3,0.227777382645804,0.618245130599662,0.0833948611070139,0.222311637870386,0.33155010814708,0.355526315789474,0.494736842105263,1351,0.355526315789474,0.162042520775623,0.521315789473684,0.997996577182238,2.0527867511055,0.0226315789473684,0.281315789473684
"B_i08_S_M10",61,62,5.80184373272304,0.827640997229917,2.5634106380413,10.3188849884426,2,0.311924072476273,0.623568302686611,0.095112192339722,0.240581912821222,0.338618421052632,0.362368421052632,0.53,1377,0.362368421052632,0.172359002770083,0.542894736842105,0.998195192706175,2.05431410688367,0.0176315789473684,0.303157894736842
"B_i08_S1",198,283.153846153846,2.20089944236768,0.545640304709141,1.82504864969003,44.378602163157,1,0.105727006911217,0.34511280143324,0.0111156537493317,0.440383530832171,0.176243654822335,0.664736842105263,0.757368421052632,2526,0.664736842105263,0.454359695290859,0.678947368421053,0.997267578394807,2.06132022633872,0.105789473684211,0.238684210526316
"B_i08_S2",33,33,6.61121911063536,0.848741966759003,2.38632129461907,4.96929190936677,3,0.333987240829346,0.682487096815607,0.200339973049556,0.221199859347932,0.383791118421053,0.292105263157895,0.497631578947368,1110,0.292105263157895,0.151258033240997,0.428684210526316,0.998758115761845,2.02643169931542,0.00605263157894737,0.232105263157895
"B_i08_S3",32,32.6,3.94193023547846,0.746317174515235,1.91181932459543,4.79261456116046,2,0.232409539473684,0.551634451733903,0.123185319858702,0.18439955577375,0.270560271646859,0.426578947368421,0.662631578947368,1621,0.426578947368421,0.253682825484765,0.755789473684211,0.99913769550736,2.04943378996346,0.00631578947368421,0.137631578947368
"B_i09_S_M01",30,33,2.60124686913639,0.615568975069252,1.36033649702569,4.44269110321192,1,0.4165,0.399958116032919,0.0867082289712129,0.155597847816092,0.189201451905626,0.527631578947368,0.848684210526316,2005,0.527631578947368,0.384431024930748,0.577631578947368,0.999495249497322,2.05018612714185,0.0118421052631579,0.355789473684211
"B_i09_S_M02",33,35,4.8387788584235,0.793336288088643,1.88167393102658,4.96929190936677,2,0.421786283891547,0.538158118622051,0.14662966237647,0.176133101681086,0.210986842105263,0.296842105263158,0.521578947368421,1128,0.296842105263158,0.206663711911357,0.434473684210526,0.999188730794616,2.05357577113935,0.0105263157894737,0.37
"B_i09_S_M03",44,50.4285714285714,2.18737966760918,0.542831994459834,1.32921821304091,6.98287366855401,1,0.103744019138756,0.351255709049814,0.049713174263845,0.192509276147352,0.160514075887393,0.649736842105263,0.823157894736842,2469,0.649736842105263,0.457168005540166,0.710526315789474,0.999459793403017,2.0556109562128,0.0178947368421053,0.221315789473684
"B_i09_S_M04",35,37,4.61401112858584,0.783268836565097,1.7807869790896,5.32598103306538,2,0.393699248120301,0.50087556781813,0.131828889388167,0.167124628506848,0.170859133126935,0.284473684210526,0.513421052631579,1081,0.284473684210526,0.216731163434903,0.436315789473684,0.999244140535065,2.05346274058993,0.0163157894736842,0.322894736842105
"B_i09_S_M05",37,40.3333333333333,3.74692189328538,0.733114265927978,1.99728796829016,5.68699828765828,2,0.216998577524893,0.553124722469135,0.101268159277983,0.171783846791391,0.311337719298246,0.48,0.616578947368421,1824,0.48,0.266885734072022,0.219473684210526,0.999041918005863,2.05115801428002,0.0102631578947368,0.137894736842105
"B_i09_S_M07",44,44.6,4.74540445042696,0.789269806094183,2.23008426787044,6.98287366855401,2,0.297900717703349,0.589316203364085,0.107850101146067,0.205327237340065,0.333414932680539,0.389210526315789,0.602894736842105,1479,0.389210526315789,0.210730193905817,0.614210526315789,0.998771699590183,2.04251975200878,0.0115789473684211,0.275
"B_i09_S_M08",37,37,3.35846444679299,0.70224487534626,1.93866032978238,5.68699828765828,1,0.219829302987198,0.536888507765252,0.0907693093727836,0.24974006176385,0.30530701754386,0.507631578947368,0.687631578947368,1929,0.507631578947368,0.29775512465374,0.699473684210526,0.998992647848843,2.04590610445141,0.00736842105263158,0.147368421052632
"B_i09_S_M09",52,59.5,5.08240965348103,0.803242936288089,2.44705603412132,8.52118140582265,2,0.21537955465587,0.619312856509864,0.0977386471823275,0.23427684764199,0.350546955624355,0.405263157894737,0.524210526315789,1540,0.405263157894737,0.196757063711911,0.538157894736842,0.998367638255744,2.05341781531296,0.0121052631578947,0.165526315789474
"B_i09_S_M10",68,71.75,8.33459352695294,0.880018144044321,2.81837320270903,11.762879812059,3,0.231652476780186,0.667938868615337,0.122567551866955,0.242329510868286,0.356480754124116,0.257631578947368,0.442631578947368,979,0.257631578947368,0.119981855955679,0.350526315789474,0.997860278430108,2.0458906734401,0.0210526315789474,0.298421052631579
"B_i09_S_M11",45,45,5.87189986865487,0.829697368421053,2.52325915923461,7.17192395821109,2,0.284502923976608,0.662853396122033,0.130486663747886,0.274057928979417,0.40008971291866,0.357105263157895,0.528157894736842,1357,0.357105263157895,0.170302631578947,0.421315789473684,0.998342005494927,2.03441234049162,0.00868421052631579,0.227894736842105
"B_i09_S_M12-1",40,40,6.34556245676976,0.842409556786704,2.49529769946667,6.23635923240113,2,0.284967105263158,0.676437853420188,0.158639061419244,0.28299849614456,0.400539811066127,0.27,0.534210526315789,1026,0.27,0.157590443213296,0.371842105263158,0.998433255053645,2.0351744759927,0.00605263157894737,0.201578947368421
"B_i09_S_M12-2",55,55,4.69076367841632,0.786815096952909,2.26178397520252,9.11279293301415,2,0.205540669856459,0.564411260720091,0.0852866123348421,0.291029173625592,0.302997076023392,0.331052631578947,0.637105263157895,1258,0.331052631578947,0.213184903047091,0.420526315789474,0.998521204586269,2.05508441352832,0.0142105263157895,0.145789473684211
"B_i09_S2",14,14.5,1.63427097933123,0.388106371191136,0.871030103316864,1.83310602685456,1,0.926672932330827,0.330053498096553,0.116733641380802,0.122313862269997,0.208825910931174,0.771578947368421,0.871052631578947,2932,0.771578947368421,0.611893628808864,0.00131578947368421,0.999709290724624,2.01348297558556,0.00526315789473684,0.911578947368421
"B_i09_S3",25,25,3.20060997774645,0.687559556786704,1.68583196000657,3.58894116973577,2,0.434526315789474,0.523733145274591,0.128024399109858,0.23128613776181,0.277138157894737,0.496578947368421,0.734210526315789,1887,0.496578947368421,0.312440443213296,0.536578947368421,0.999330478427039,2.03466114375599,0.00973684210526316,0.356578947368421
"B_i10_S_M01",35,36.5,6.07856162036604,0.835487396121884,2.16226402868774,5.32598103306538,3,0.195127819548872,0.608172249605829,0.173673189153316,0.167760768693121,0.26625386996904,0.275,0.465526315789474,1045,0.275,0.164512603878116,0.128421052631579,0.999014750349188,2.04971759840877,0.0115789473684211,0.251578947368421
"B_i10_S_M02",31,32.5,5.41848408526683,0.815446537396122,2.01684022338128,4.61707414860265,3,0.197215619694397,0.58731733791759,0.174789809202156,0.160496511324831,0.251508771929825,0.325,0.473947368421053,1235,0.325,0.184553462603878,0.155,0.999128025663459,2.04164569680078,0.01,0.185
"B_i10_S_M03",38,39.2,5.654177356351,0.823139612188366,2.17549888113798,5.86908899518849,2,0.181481994459834,0.598061127795147,0.148794140956605,0.172869411262273,0.284054054054054,0.327894736842105,0.509736842105263,1246,0.327894736842105,0.176860387811634,0.364210526315789,0.9989877361821,2.03974245327739,0.0110526315789474,0.0594736842105263
"B_i10_S_M04",49,54.25,6.34685659180834,0.842441689750693,2.38876764721304,7.93747663137144,2,0.287798066595059,0.613791867104635,0.129527685547109,0.184361720958831,0.310899122807017,0.265789473684211,0.513684210526316,1010,0.265789473684211,0.157558310249307,0.527105263157895,0.998685822166967,2.05520563378397,0.0181578947368421,0.217368421052632
"B_i10_S_M05",50,57,5.87829168050752,0.829882548476454,2.37356615865251,8.13115199001834,3,0.204136842105263,0.606736247552496,0.11756583361015,0.195010855763089,0.302094522019334,0.345789473684211,0.481842105263158,1314,0.345789473684211,0.170117451523546,0.486842105263158,0.998685591932587,2.04154063743469,0.0152631578947368,0.133947368421053
"B_i10_S_M06",68,69.5,11.1161063451105,0.910040443213296,2.94983042730937,11.762879812059,4,0.307085913312694,0.699093504128642,0.163472152133977,0.26398015491865,0.343990573448547,0.179210526315789,0.322368421052632,681,0.179210526315789,0.0899595567867036,0.165263157894737,0.997659514051971,2.05615479058444,0.0218421052631579,0.270789473684211
"B_i10_S_M07",60,62,8.435831016985,0.881458033240997,2.77291716675108,10.1158002224263,3,0.270140350877193,0.677255449464699,0.140597183616417,0.234707301356028,0.365031222123104,0.235,0.429210526315789,893,0.235,0.118541966759003,0.302105263157895,0.997996423692652,2.0475278366645,0.015,0.245
"B_i10_S_M08",67,67,15.676805926788,0.936211495844875,3.20454953601156,11.5542357215498,5,0.347399842890809,0.762136457070132,0.233982178011761,0.261722937689894,0.415342902711324,0.115789473684211,0.228947368421053,440,0.115789473684211,0.0637885041551247,0.228684210526316,0.997227287378552,2.01980403669967,0.0239473684210526,0.357105263157895
"B_i10_S_M09",69,69.6,12.025296426888,0.916841966759003,3.1117859336686,11.9722955839101,4,0.489153318077803,0.734933315987663,0.174279658360696,0.276505536533858,0.411455108359133,0.195,0.326315789473684,741,0.195,0.0831580332409972,0.299736842105263,0.997246780555939,2.05290050885582,0.0173684210526316,0.486315789473684
"B_i10_S_M11",46,46,9.57466982639612,0.895557756232687,2.92862539936312,7.36191992171876,5,0.507774599542334,0.764925490814758,0.208144996226003,0.299586645872105,0.482245614035088,0.273684210526316,0.371842105263158,1040,0.273684210526316,0.104442243767313,0.303947368421053,0.997739251891758,2.01272076840365,0.00631578947368421,0.533947368421053
"B_i10_S_M12",80,82.5,8.56009077015919,0.883178808864266,3.13749120238345,14.3254068805935,5,0.354746710526316,0.715990901916768,0.10700113462699,0.302235343087297,0.431445702864757,0.312631578947368,0.388947368421053,1188,0.312631578947368,0.116821191135734,0.341315789473684,0.996742644011604,2.0469727101961,0.0236842105263158,0.61
"B_i10_S1",319,327.125,75.3763598020588,0.98673324099723,5.10954566134802,82.9377781441974,44,0.634941428807128,0.886275159010754,0.236289529160059,0.466385849968605,0.585671135385634,0.0713157894736842,0.121052631578947,271,0.0713157894736842,0.0132667590027701,0.0457894736842105,0.979606836426157,2.06138384958822,0.152631578947368,0.823421052631579
"B_i10_S2",143,169.64,2.00863602207719,0.50214972299169,1.80181708978096,29.3581260342665,1,0.196267942583732,0.363061353723378,0.0140464057487915,0.366588641824363,0.227535211267606,0.702894736842105,0.751578947368421,2671,0.702894736842105,0.49785027700831,0.73,0.997686297984683,2.06128928356608,0.0755263157894737,0.210526315789474
"B_i10_S3",15,15,1.36114416043704,0.265323961218837,0.708357336798058,1.98469971244087,1,0.145964912280702,0.261574669668143,0.0907429440291363,0.184366033262721,0.155357142857143,0.855,0.896842105263158,3249,0.855,0.734676038781163,0.0423684210526316,0.999711669813203,2.03558817799911,0.00578947368421053,0.0692105263157895
"B_i11_S_M01",36,36.6,5.60583379401589,0.821614404432133,2.16968552317741,5.50595703771968,3,0.28921783625731,0.605462273379858,0.15571760538933,0.174579769970402,0.28387969924812,0.338421052631579,0.497368421052632,1286,0.338421052631579,0.178385595567867,0.43,0.999000706052094,2.04299916766437,0.00789473684210526,0.334473684210526
"B_i11_S_M02",30,30.3333333333333,4.6557336456071,0.78521108033241,2.10413259613281,4.44269110321192,2,0.28169298245614,0.618644659518268,0.155191121520237,0.17086826117682,0.355898366606171,0.413684210526316,0.562631578947368,1572,0.413684210526316,0.21478891966759,0.501578947368421,0.99903969240687,2.00121047474261,0.00894736842105263,0.226578947368421
"B_i11_S_M03",29,39,5.75984938233194,0.826384349030471,2.02880912917412,4.26948704219218,3,0.209001814882033,0.602503976961914,0.198615495942481,0.147610980059744,0.264971804511278,0.24,0.460526315789474,912,0.24,0.173615650969529,0.451052631578947,0.999128793111387,2.04781475513064,0.00578947368421053,0.300526315789474
"B_i11_S_M04",24,24,4.31051981764471,0.768009418282549,1.7795056289212,3.42200650717286,2,0.512752192982456,0.559935647385298,0.179604992401863,0.158109575866992,0.249427917620137,0.376842105263158,0.581842105263158,1432,0.376842105263158,0.231990581717451,0.387631578947368,0.999331169130175,2.04454869824926,0.00447368421052632,0.497368421052632
"B_i11_S_M05",37,40.75,4.12239281493197,0.75742243767313,1.76732481807216,5.68699828765828,2,0.135832147937411,0.489439212086096,0.111416022025188,0.171264024650304,0.187923976608187,0.376842105263158,0.613421052631579,1432,0.376842105263158,0.24257756232687,0.575789473684211,0.999293487436878,2.05540097480393,0.015,0.273421052631579
"B_i11_S_M06",30,30.3333333333333,5.5596196049744,0.820131578947368,2.07987310550062,4.44269110321192,3,0.248298245614035,0.611512027121518,0.185320653499147,0.1604269640473,0.291107078039927,0.325263157894737,0.491315789473684,1236,0.325263157894737,0.179868421052632,0.433684210526316,0.999111065064235,2.04588270786479,0.00763157894736842,0.304473684210526
"B_i11_S_M07",35,41,8.5086624547609,0.88247271468144,2.4499140864517,5.32598103306538,4,0.342240601503759,0.689078549858035,0.243104641564597,0.166506799289756,0.352592879256966,0.207894736842105,0.374210526315789,790,0.207894736842105,0.11752728531856,0.266842105263158,0.998730794615585,2.0114295897555,0.0118421052631579,0.337105263157895
"B_i11_S_M09",46,55.3333333333333,4.25666386033426,0.765074238227147,2.12521511247549,7.36191992171876,2,0.163524027459954,0.555083355266526,0.0925361708768317,0.186461114775468,0.297426900584795,0.424736842105263,0.632631578947368,1614,0.424736842105263,0.234925761772853,0.50578947368421,0.99888973308161,2.05082176102292,0.0118421052631579,0.287894736842105
"B_i11_S_M10",56,63.8571428571429,3.43293929022792,0.708704432132964,1.94798009644062,9.31171557090408,2,0.126757518796992,0.48392792632856,0.0613024873254985,0.197459677877566,0.24999043062201,0.492368421052632,0.697368421052632,1871,0.492368421052632,0.291295567867036,0.739736842105263,0.99897568724962,2.04627233192752,0.0197368421052632,0.0776315789473684
"B_i11_S_M11",61,70,8.0495280100162,0.875769113573407,2.67354029695295,10.3188849884426,3,0.206686798964625,0.650358144104865,0.131959475574036,0.195849513668645,0.330324561403509,0.251842105263158,0.417894736842105,957,0.251842105263158,0.124230886426593,0.329210526315789,0.998243004712131,2.05369765866441,0.015,0.375789473684211
"B_i11_S_M12",52,52.5,9.11282484948693,0.890264542936288,2.71010650957147,8.52118140582265,4,0.279134615384615,0.6858869517025,0.175246631720903,0.203919765050235,0.352528379772962,0.223947368421053,0.400789473684211,851,0.223947368421053,0.109735457063712,0.328947368421053,0.99829442372335,2.03441989964252,0.0163157894736842,0.323421052631579
"B_i11_S1",297,312.529411764706,124.926462954632,0.991995290858726,5.17342438781083,75.3845892808123,46,0.755326953748006,0.908617451908919,0.420627821396067,0.412519266858924,0.589109174964438,0.0255263157894737,0.0484210526315789,97,0.0255263157894737,0.00800470914127424,0.00368421052631579,0.980473899095941,2.06136064041773,0.129473684210526,0.946842105263158
"B_i11_S2",13,13,2.13557278605879,0.531741551246537,1.3477790424584,1.68344267740658,1,0.938380566801619,0.525460293606833,0.16427482969683,0.348003470420732,0.349890350877193,0.673684210526316,0.753947368421053,2560,0.673684210526316,0.468258448753463,0.0328947368421053,0.999473377231355,1.61496561990496,0,0.909210526315789
"B_i12_S_M01",38,39.2,7.41379664428152,0.865116343490305,2.33483509744832,5.86908899518849,3,0.280096952908587,0.641863861067676,0.195099911691619,0.159763310669949,0.302972972972973,0.216315789473684,0.399736842105263,822,0.216315789473684,0.134883656509695,0.221315789473684,0.998856195607128,2.03715185557015,0.0147368421052632,0.165526315789474
"B_i12_S_M02",32,33.5,6.18902587990032,0.838423684210526,2.21656187409763,4.79261456116046,3,0.25436677631579,0.639564564716841,0.193407058746885,0.170813088217035,0.315789473684211,0.293684210526316,0.485,1116,0.293684210526316,0.161576315789474,0.226052631578947,0.998982440791393,2.04097350098662,0.00763157894736842,0.121315789473684
"B_i12_S_M03",29,30.5,2.76471791070038,0.63829944598338,1.37866087646207,4.26948704219218,2,0.143139745916515,0.409426716888017,0.0953351003689785,0.172934759942828,0.158374060150376,0.494473684210526,0.823157894736842,1879,0.494473684210526,0.361700554016621,0.102631578947368,0.999489263403478,2.05574419061443,0.00894736842105263,0.0668421052631578
"B_i12_S_M04",33,33,3.11875816406223,0.679359556786704,1.64027506949834,4.96929190936677,1,0.15866028708134,0.469118124489452,0.0945078231534009,0.204334201254569,0.206644736842105,0.505263157894737,0.731842105263158,1920,0.505263157894737,0.320640443213296,0.0702631578947368,0.999343064573069,2.0554444004425,0.0123684210526316,0.0823684210526315
"B_i12_S_M05",55,57,8.02485259057135,0.875387119113573,2.53149680421088,9.11279293301415,3,0.18155980861244,0.631716078298597,0.145906410737661,0.203552270271948,0.284600389863548,0.237894736842105,0.387631578947368,904,0.237894736842105,0.124612880886427,0.370789473684211,0.998536707034428,2.05479054334892,0.0213157894736842,0.196578947368421
"B_i12_S_M06",61,76,7.21342135971993,0.861369529085872,2.50960245669547,10.3188849884426,3,0.163710094909405,0.610479070780282,0.118252809175737,0.192155698437109,0.276013157894737,0.276315789473684,0.437631578947368,1050,0.276315789473684,0.138630470914127,0.414473684210526,0.998540390784486,2.05369765866441,0.0297368421052632,0.117368421052632
"B_i12_S_M07",48,48.1428571428571,6.35384398760912,0.842614958448753,2.37429063736725,7.74470638711891,2,0.333393640350877,0.613321455196257,0.132371749741857,0.207535637305174,0.293572228443449,0.27,0.513947368421053,1026,0.27,0.157385041551247,0.561842105263158,0.998715445657012,2.04286782426264,0.0189473684210526,0.264210526315789
"B_i12_S_M08",58,61.3333333333333,6.5714863027289,0.847827423822715,2.56528386752482,9.71209336674282,3,0.231565335753176,0.631774380495394,0.113301487978084,0.216853942510969,0.300350877192983,0.342368421052632,0.440526315789474,1301,0.342368421052632,0.152172576177285,0.122368421052632,0.998363877760894,2.05082800446608,0.0257894736842105,0.276578947368421
"B_i12_S_M09",46,51,7.59111440082766,0.86826703601108,2.39637688849534,7.36191992171876,3,0.240314645308924,0.625907897953787,0.165024226104949,0.197837481114336,0.260573099415205,0.226052631578947,0.388684210526316,859,0.226052631578947,0.13173296398892,0.28,0.998716827063284,2.0559742377633,0.0178947368421053,0.144473684210526
"B_i12_S_M10",60,63.5,7.43986282624108,0.86558891966759,2.47157491403118,10.1158002224263,3,0.167973684210526,0.603655817547949,0.123997713770685,0.217530881913816,0.254058876003568,0.227894736842105,0.402631578947368,866,0.227894736842105,0.13441108033241,0.430263157894737,0.998527651148869,2.05599510236597,0.0239473684210526,0.114736842105263
