id	taxon_stool	taxon_oral	ASV_number	summe	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
ed5b7c3b8304fb1355de17921218e43b	Giesbergeria	Giesbergeria		0	0											
44efcee990b04b04caf7285bf1825150	Streptococcus	Streptococcus		0	0	0	0	0	0	0	0	0	0	0	0	0
f1875ee01fde66a84ea1231a78ed6119	#NV	Streptococcus		0	0											
efee37a173582392981439315b75528c	#NV	Veillonella		0	0				0			0		0	0	0
4f4564f6ccc18e649adfad1f05aae6c8	0	0		0	0	0	0				0				0	0
460446438ace21f3bb9fc63aaac4ef2f	unclassified_Gemmataceae	#NV		0	0											
5c569a4a28462e3c10e5ac1c5891e6af	Altererythrobacter	#NV		0	0											
bc9e3089cfac8d57b7d7d5e0cd50eda1	Bdellovibrio	#NV		0	0											
1e384996e18b25c81848a727abe3fb06	Roseburia	#NV		0	0											0
639a47fba08fc72621723062983d6f5c	Anaerococcus	#NV		0	0											
e0be2cfebfd6d5b40793117ea8be22b3	Erysipelatoclostridium	#NV		0	0	0		0		0			0	0	0	
2589597eea2be5aa1a419632b8e1a9d3	Veillonella	Veillonella		0	0						0	0	0	0	0	
15921af347ccca30b44239987a068e2e	Bacteroides	#NV		0	0		0	0			0					
f2a46aa8310ee891b6394810ab4c3a1a	Veillonella	#NV		0	0	0	0	0	0	0	0	0	0		0	
2baf6864c792cddc840392d04d6c48ca	Caproiciproducens	#NV		0	0			0								
d15bd1dcb9de71d7452648673a59f5b8	Pedobacter	Pedobacter		0	0		0	0			0					
bc56a7361c9a3b49f1f1c51874321e12	#NV	Kocuria		0	0			0	0		0				0	0
f1c14db955660c59d2d2ac233bb9bac8	Negativicoccus	#NV		0	0	0	0	0	0	0	0	0	0	0		
7a39c4d1e912c0bc00c08546cc26b25f	0	0		0	0	0	0	0			0	0		0		0
b3790a09856aae5be2d130689fd3fb05	unclassified_Oxalobacteraceae	unclassified_Oxalobacteraceae		0	0											
f721d83108dd078d9769b367dfa3c1d9	Massilia	Massilia		0	0											
3b534373646bb2eac71e04138b2ea178	Lachnospiraceae_NK4A136_group	#NV		0	0								0			
a5c457c4dd66e115b51b44e114f9930f	Fermentimonas	#NV		0	0											
9350c5c318ae00629f732e802306ee3b	Staphylococcus	#NV		0	0											
e197d43ba075417a995b5fcd34d0052b	Bacteroides	#NV		0	0					0	0		0	0	0	0
7c32e9b5ec6ec75941a74bedfb104acd	Gemella	Gemella		0	0											
4608fae4bbc9964cdd17af8782f2155e	Massilia	Massilia		0	0	0		0	0			0	0	0		0
513ac1deb9726bf8fd360c7acff88492	0	0		0	0	0	0		0	0			0			
fccd274e718e26b32c71f188d97d9e59	Paracoccus	Paracoccus		0	0		0	0	0	0		0		0	0	0
cc5b412b4efa778dde2bea9f1d5809d5	Megasphaera	#NV		0	0				0	0	0		0	0	0	0
a34053d6854c91347a4530aefa62a636	Bifidobacterium	#NV		0	0		0	0	0	0	0					
bad19cf4599d194b28110a0bd8d32b05	Blautia	#NV		0	0						0	0	0	0		
1d85c80d0464f202c9ca697f8e813f9b	Veillonella	#NV		0	0							0		0		
08bdc6c81f6b9daab3d132b54e1d45bc	Rhodococcus	Rhodococcus		0	0	0								0		
6901b7dfe0e120e2f0dbb229aae36110	Haemophilus	#NV		0	0	0										
82c9f2009b73c61eb13698d656a99037	Dorea	#NV		0	0											0
3ff6e1acc4ff4f20184a08e429b86970	Eggerthella	#NV		0	0											0
0a857f235b897d7c44e86f0c1b75c69b	Alloprevotella	Alloprevotella		0	0	0	0	0	0	0	0	0	0	0	0	0
095215314a08a6397b19667af85c07bc	0	0		0	0		0	0	0	0		0	0	0		0
b4289ab0a9a00034c1fbce477b2c4ded	Pseudomonas	Pseudomonas		0	0											
2ce92dfb3251d3cfc6e2bd047724ddcf	Escherichia-Shigella	#NV		0	0			0		0			0			
a5ca5ea99ed0265f99d6c350c231a792	Megamonas	#NV		0	0											
9b0bf45b1804155c030c2f93f16f1029	unclassified_Enterobacteriaceae	#NV		0	0			0				0				
a3400e62629403b61494c35208a9fe2a	Intestinibacter	#NV		0	0											
df8083f054c065a5bb9b336638671e3b	Bifidobacterium	#NV		0	0				0		0					
63d335a97e9b1116a608add41223b61e	Faecalibacterium	#NV		0	0											
9cd43321d3c6e86a17e0a8f33cc63e00	unclassified_Enterobacteriaceae	#NV		0	0				0							
f79639e79459a8ab7ad57485ae26887f	Bifidobacterium	#NV		0	0				0		0	0		0		
b79f7507d00498ec3a79590c3adb05f7	unclassified_Enterobacteriaceae	#NV		0	0											
81bb4f450dbfafa63e567e0b8ebe19e1	Sphingomonas	#NV		0	0											
7ccee492897543ebf60ad27b00218da4	Subdoligranulum	#NV		0	0											
68e7e3599b8727dad8fb579a21279b55	Sellimonas	#NV		0	0					0	0	0	0	0	0	0
9dd6eb9317f7df1c81db984122a05c0d	Faecalibacterium	#NV		0	0							0				
ad53576cccb4fb7af5597cb3f5168ab2	unclassified_Comamonadaceae	unclassified_Comamonadaceae		0	0	0	0	0	0	0	0	0	0	0	0	0
bd7bb5b11e9ccba1afbf45d9e0d5808a	Lactobacillus	Lactobacillus		0	0	0	0	0	0	0	0	0	0			
9f04d4582c00cc1372a4a536aaa64d65	unclassified_Planococcaceae	unclassified_Planococcaceae		0	0											
df16a09f3e448ddd3b1ec54066d3081d	Butyricicoccus	Butyricicoccus		0	0							0	0	0	0	0
373c31ce4c82e84fde80e3af4962af09	Blautia	#NV		0	0			0	0	0	0	0	0	0	0	0
a814e18dc6c018749b8c0e8f314a63aa	Actinomyces	Actinomyces		0	0	0	0	0	0	0	0		0	0		
6382a24d6673d9a67194fff9412d1e35	#NV	Haemophilus		0	0							0	0	0		0
fc89167e2206a37da05327528dc46af7	#NV	Streptococcus		0	0			0		0		0	0		0	
92e10e66c8afdecd50fd874e5d5ba092	Verticiella	#NV		0	0											
87263b7eb50a273d06a17334a1cf1c63	unclassified_Roseiflexaceae	#NV		0	0											
20d8cd5f5dd2e273505fd270b00dc259	Lactobacillus	#NV		0	0								0			
7a562b17a2b58c72334d50e86ebc9e38	[Eubacterium]_coprostanoligenes_group	#NV		0	0											0
ca070986833cb76ab84070eb40df1975	Leptotrichia	Leptotrichia		0	0			0	0	0	0	0	0	0	0	0
eebca187d104e314ca21d1c61cd5ad31	Dyadobacter	Dyadobacter		0	0											
c6d3727100d2f11b93aed61d77fdb738	#NV	Leptotrichia		0	0	0			0	0	0	0	0	0	0	0
0243b68c76049aa1b8c51a20333da950	Lachnospiraceae_ND3007_group	Lachnospiraceae_ND3007_group		0	0											0
0394bab65d62975959207631203b1707	Lactobacillus	#NV		0	0						0	0	0			
6d52536b55ab19ff41c247db9d081d01	Butyricicoccus	#NV		0	0		0			0	0	0	0	0	0	0
760abedb40cd7d54ff12840c8d4aa308	0	0		0	0		0	0			0	0		0		
04f981b370fc6384f9101ff53c07519e	#NV	0		0	0	0	0									
5274cb87b97549a58adb1e3b8816fb8e	[Ruminococcus]_gnavus_group	#NV		0	0								0			
7b26a129455bf1db176fbc76d745c444	unclassified_Pasteurellaceae	#NV		0	0											
c3d0da2b0b299cad44a370b8c23b09a9	Streptococcus	Streptococcus		0	0	0	0	0	0	0	0	0	0		0	0
ebb18b6a1f99ce55260d9f2c51489f37	#NV	Lactobacillus		0	0											
d8ffc5a9caf993d06a5812bef36f80a1	Bifidobacterium	#NV		0	0	0										
c4320c8799343f5403b5962c4f9cff95	Escherichia-Shigella	#NV		0	0			0								
fa60c25133a417bed23ea9c8dc1f610e	Clostridium_sensu_stricto_1	#NV		0	0		0									
e710fb59b4da8c5dcb646abeb7f17be8	unclassified_Enterobacteriaceae	#NV		0	0											
2b843cf351b29b4ff6cdac6199c4e539	Escherichia-Shigella	#NV		0	0											
7689941e8e61f24fe2ad203208e03624	Clostridium_sensu_stricto_1	#NV		0	0							0				
18dbaf5b509f97b7c4af606646a45e51	Veillonella	#NV		0	0							0				
5afa5a178206f855188aca9d57b86e46	Veillonella	#NV		0	0			0			0				0	
c618e03075744a7f3e4cfa79fa38e81e	Tyzzerella	#NV		0	0		0		0		0	0		0		0
196afb33a71f8932575dcceb2b28adb4	Parabacteroides	#NV		0	0											
330c064bf390d6ce9a4956f5f6aff965	Streptococcus	#NV		0	0											
affb0c86991093e7881b2cacb506f1df	Enterococcus	#NV		0	0											
5df59cf6dd38db2696b52d23a354a334	Lactobacillus	#NV		0	0											
a8f808c166fc8618ddf42857b69655bd	[Ruminococcus]_gnavus_group	#NV		0	0							0				
eb02e1d1667413f0e63873183cfab3d9	Streptococcus	#NV		0	0		0			0						
474aa80e14ce6492263e85ca8a8c624a	Bacteroides	#NV		0	0						0					
85d2675c5d612dd5331940e3a50b3ea2	Lachnoclostridium	#NV		0	0	0										
6726c2626997de6acc25552de5f09d82	Atopobium	Atopobium		0	0						0	0	0	0	0	0
46e441bd2e20b874bba7c3dd73d46ed5	Clostridium_sensu_stricto_1	#NV		0	0											
116620a84fb9586358da9a7c5df59d42	Escherichia-Shigella	#NV		0	0		0		0			0		0		
90e7859d5c0eb3454452380f56f7b03c	Bifidobacterium	#NV		0	0	0			0			0				
7feb0b6be28aac35d4d7355ba22e8f3c	Bifidobacterium	#NV		0	0	0	0	0		0						
1967287f2d13829edbcd4a590cdaaf8c	Bifidobacterium	#NV		0	0	0	0		0							
b90fa4e115c2956b193a7df610ac9766	Cellulosilyticum	#NV		0	0							0			0	0
88524108706087f7c75e79d6c10c9c61	Flavobacterium	Flavobacterium		0	0											
24055c9a3d2b339846662bc114d7f158	Fluviicola	Fluviicola		0	0	0	0	0	0	0	0	0	0	0	0	0
6c294231bd470ed6bc1d821eb963f841	0	0		0	0		0									
a94c00a594d51c3b3c7adbc049c295de	Caproiciproducens	#NV		0	0			0								
1cd4e712ec637091726267d76a8f3ad3	Collinsella	#NV		0	0		0	0	0			0	0		0	0
d6efd2da2728fd74ded268122ee05036	Sphingomonas	Sphingomonas		0	0							0				
a375ce81db65e848c1f762344851193f	#NV	Leptotrichia		0	0					0		0	0	0	0	0
0195dfb530a395ecaef6bf9c0c7cbf65	unclassified_Enterobacteriaceae	#NV		0	0	0	0	0				0				0
f37fc1dccfeba0004cbeb4f1ad6083c6	Duganella	Duganella		0	0	0			0							0
bf7c35ef76c9e9076ec7864f35586671	0	0		0	0		0	0			0				0	
36dba96490f947db31b95e75face8def	0	0		0	0	0	0	0	0	0		0		0	0	
d20165a216ed71cdfcb70583c67ad24e	#NV	0		0	0		0	0					0			
3eb129ba3c12a44620647798dde41194	#NV	unclassified_Clostridia_UCG-014		0	0	0		0			0	0		0	0	0
e4f51f5933d085e5aa450915ee9a15bd	Tyzzerella	#NV		0	0				0	0	0	0	0	0		
36b97543fe5f44e30f46474e8c99f62e	Arcobacter	Arcobacter		0	0											
302700e3e1a9802730ff75723b17be31	Escherichia-Shigella	#NV		0	0	0										
30885dbef7f3569b1a76cac9e9a1d18a	Bifidobacterium	#NV		0	0			0	0				0			
1655319486883c533ab47c0dea6d42eb	Parabacteroides	#NV		0	0											
c35c3beebd8bbd0121d1b79f599ce6f2	Veillonella	#NV		0	0					0						
2fe9f053f18a88d9b5843d6ec83f5353	Bacteroides	#NV		0	0						0					
37dcfa5e520054fc88ad309e5701e372	Clostridium_sensu_stricto_1	#NV		0	0						0					
e26ac8a308708b9168c44e424d59181b	unclassified_Bacteroidia	#NV		0	0											
ea2ab96fbc4a9f1a74168de5f2545c26	#NV	Alloprevotella		0	0		0		0	0	0	0	0	0		0
188d988fe815fd646f733398f0f6e4e4	#NV	Streptococcus		0	0								0	0		
edcc1ae48cdbc75eed8ee269a2c766d3	#NV	Prevotella		0	0			0	0	0	0	0	0	0	0	0
1396b611c496785fd964f3b6255225d5	Clostridium_sensu_stricto_1	#NV		0	0			0								
10e7868dca7106ccbd27e108758d1595	Veillonella	#NV		0	0											
bca2b15e5fdd47b3950a2b2551641f07	Patulibacter	#NV		0	0											
58490c7b258645f077fe2127d3c2afa1	Bifidobacterium	#NV		0	0			0								
8b53c1e7c9d8c5c7f2478c690c456448	Oribacterium	Oribacterium		0	0	0		0	0	0	0	0	0	0	0	0
f797c99ae87a41d7ef3e1d72fbda8231	#NV	Streptococcus		0	0									0	0	
9c8a81fdbce700667b177479fb082529	Bifidobacterium	#NV		0	0								0			
c2c23a883552ac21a41fc71dc356ffdb	Lactobacillus	#NV		0	0				0	0						
01119cd7e5334c78aaf89ca2368ba14d	Clostridium_sensu_stricto_1	#NV		0	0		0									
8675cab47fc3c55ab0e83917c5b8da26	Streptococcus	Streptococcus		0	0											
3ee2f30e70c2ec005a999d3e1ef5e83e	#NV	Alloprevotella		0	0	0	0	0					0	0		0
e465d3007f5b7eb87b787d095f24e360	#NV	Saccharimonadales		0	0	0	0	0		0	0	0	0	0	0	0
f1c8ccb3558d2ce953a9b9dbe7881e17	Escherichia-Shigella	#NV		0	0	0	0	0	0	0		0		0	0	
5824779325fb54cc3ab2ff6ffa8c0a29	Blautia	#NV		0	0					0	0	0	0	0	0	0
2920f71be629fc5d9c8e7e7332ceda5c	unclassified_Enterobacteriaceae	#NV		0	0	0	0	0	0	0				0	0	
8d35d777e6abf2644eb139cf26bf2cbc	Veillonella	Veillonella		0	0	0	0	0	0	0	0		0	0	0	0
8d31ba8f919eb37b434cfd024f16b3d5	#NV	0		0	0		0		0			0	0			
f965319c0367c47567d70b923e4673d7	#NV	Prevotella		0	0	0	0		0	0	0	0	0	0		0
6ff5dc0e9b6088e0fbbdeb3ff01d2be1	#NV	Fusobacterium		0	0		0	0	0	0	0	0				
03bce94d1ecf7d7533467a54b4f9239e	Streptococcus	#NV		0	0				0							
402ebca147b415ca6cdfa33547b2c061	Bacteroides	#NV		0	0											
821f93fe0919ec025bfeb9a18ff9e869	Escherichia-Shigella	#NV		0	0				0							
7188de35cd91bfffbe1ef2509e350d5e	Bifidobacterium	#NV		0	0											
48e95b290ff47d9db648b768181ba885	Bifidobacterium	#NV		0	0			0								
859576da50cf3142bbd269f87b2545c1	Robinsoniella	#NV		0	0			0					0	0	0	0
a82a8873c66d5d841fdef2bb70b4d8f1	Ruminococcaceae_CAG-352	#NV		0	0									0	0	
5eeda5ba5e347d3ee4cc5d928bc3a708	Coprobacter	#NV		0	0	0			0	0	0		0	0		0
5c74ba2a11ae3d0b382f1d1843692e02	[Ruminococcus]_gnavus_group	#NV		0	0								0			
87b52b535b57b432882e1985a6b29978	Lactobacillus	#NV		0	0	0	0		0	0	0	0	0	0		
5ae6c57554c708cdfa18bcdf68b3bc4b	Streptococcus	#NV		0	0	0	0	0	0	0	0	0	0	0	0	
d78d0ee1917e7bbde3c16d592c76c47e	Streptococcus	#NV		0	0											
23d6e67ff377b63cc8506920f662b5a5	Anaerosporobacter	#NV		0	0						0				0	0
d53365c52a9fa49429400244cb5d0428	Veillonella	#NV		0	0	0	0	0	0	0	0	0	0	0		
78a324a7a3086c011177f2ef4d185858	Streptococcus	#NV		0	0	0	0	0	0						0	
43f8d1ced946461f54ea0b5b7001d5d6	unclassified_Microbacteriaceae	unclassified_Microbacteriaceae		0	0											
31774b2ab198d7b5abc9f0d6e8a5ffc2	Bilophila	Bilophila		0	0						0	0	0	0	0	0
cfda45d48325af949f975b7f80ef1f91	0	0		0	0		0		0		0			0		
ab3d03b2f9e4cbdd9b6aa49db0c86efd	Terrimonas	#NV		0	0											
7a6d4a1bfc7606e2b28d1aec9abe8368	Comamonas	Comamonas		0	0		0									
e9be8168441542f48194128a60e1bcb3	#NV	0		0	0		0									
26f348db2b71229bad9f7c21c98800f6	#NV	Streptococcus		0	0										0	
727838b8c5cfa5f2f346c030fe8ed9a9	#NV	Saccharimonadales		0	0	0	0	0			0	0	0	0	0	0
ce54fd570e2891bb1c24b6b985436151	#NV	Capnocytophaga		0	0		0	0	0	0	0	0	0	0	0	0
ab56be4c897e2405fb19dd3744293700	#NV	Granulicatella		0	0					0	0	0	0	0		
159fe41fc7740dd3c9344ce72d1fc662	[Ruminococcus]_gnavus_group	#NV		0	0		0		0		0	0	0	0	0	0
e5e2076556acf09b18e99c982a375e75	Enterococcus	#NV		0	0			0	0	0		0		0	0	
990098b8f9616094236616556889b3ef	unclassified_Sphingobacteriales_KD3-93	#NV		0	0											
540e04eb50350920063f25b701d7308d	unclassified_Oxalobacteraceae	unclassified_Oxalobacteraceae		0	0											
f5f5e0da89730462abaf6301a9557193	Faecalibacterium	Faecalibacterium		0	0						0					
7b28c20e72c6c95b3e604f0849245770	Akkermansia	Akkermansia		0	0						0					0
9af3467db68cf6063627304cecd46a65	Pseudomonas	Pseudomonas		0	0											
4f36923d07cb2d16e8d55a72e76142ff	#NV	Rothia		0	0		0	0	0	0		0	0	0	0	
015c29a1eed644b9127d9a9f89813243	#NV	Streptococcus		0	0	0	0		0	0	0	0		0		
48d62bb31a124d859ac51149d778edd9	Paeniglutamicibacter	Paeniglutamicibacter		0	0											
fe9fb62cb91a7d9c4ae68770e5832dac	#NV	Gemella		0	0	0					0			0	0	0
92965dad51d11a75c467514e0b33313e	0	0		0	0		0	0								
e760971780dcb309a237f68058c31e6d	#NV	unclassified_Clostridia_UCG-014		0	0			0		0	0	0	0	0	0	0
ba3cef694ac58b92711c50a2dd9e90c4	Veillonella	#NV		0	0						0					
296be17ebe365b06e6b7a3ffa7655ef3	Anaerococcus	#NV		0	0											
eaca9771ec931d18b17bada722e901c4	Rothia	#NV		0	0											
0cec2eea75009e54231d4260d3a38f37	Clostridium_sensu_stricto_1	#NV		0	0											0
8300748bd2e36da194361a0e364e4648	Aeromonas	#NV		0	0					0						
09a1e5e8ffcf2e7dc6fff7955075997f	Streptococcus	#NV		0	0											
78db7fa6b16b73b101fbb8b282b5330e	Pseudomonas	Pseudomonas		0	0		0	0			0					0
0ee6d50040be80f86189db48205efeb7	unclassified_Gammaproteobacteria_Incertae_Sedis	#NV		0	0											
7949e2ead337e9a2888a9741930af904	Eubacterium	#NV		0	0						0	0				
b13bb396faa286fc8355b60550dba2cd	unclassified_Holophagae_Subgroup_7	#NV		0	0											
6b144bc925277acef774951f2e3228d0	Atopostipes	Atopostipes		0	0											
6aed066de3938ceb68f02405748e8bb3	Macellibacteroides	#NV		0	0											
86493751ef70b64b133b764c4280d2bc	Streptococcus	Streptococcus		0	0	0			0	0	0				0	
025da361046f1ef0a0a38bf091578304	unclassified_Oxalobacteraceae	#NV		0	0											
ee1814eae7134c82250cc7f18837c0d7	Oceanobacillus	#NV		0	0											
60fdd81cbf517f671ae340b3f2994edc	Dialister	#NV		0	0											
ddac8e72e183b887ce9ffbf6ee794cae	Lactobacillus	#NV		0	0		0	0				0				
4d4371dc98edd7e14d5648a54f131132	Streptococcus	#NV		0	0					0			0		0	0
33ddb69402617f97553a533c1b2df440	Romboutsia	#NV		0	0											0
784dfa0f68e692ce773e39252fbcf87e	Haemophilus	#NV		0	0											
a046edb519c4e3cbdf77ada497c4d743	Rhodoferax	Rhodoferax		0	0				0		0					
8ccf3aaffdd3c9642e6cfc93bed2e09a	[Eubacterium]_eligens_group	#NV		0	0											0
971e014ef36881ebcdcf9c46b542c3a5	Blautia	#NV		0	0										0	0
54428b2d6e0f13fb029b37a633873489	Roseburia	#NV		0	0											0
10ffd789cc1c9b849075202eddb6b075	Agathobacter	Agathobacter		0	0										0	0
9a67e1965fe9ce8fed8d8fbe40c3ec36	Collinsella	#NV		0	0									0	0	0
9dfe64806b88cf1618e67976ec05d2b2	Corynebacterium	Corynebacterium		0	0											
43aa11cd08cc47779d83445b111e42c3	#NV	Alloprevotella		0	0				0				0	0	0	0
8ceae18ee0348d694b1a6f77def3b22e	Pseudarcobacter	Pseudarcobacter		0	0											
eff87a286dde30828651ea491d7df439	#NV	Streptococcus		0	0									0		
99cc1fbd9a2df6bb76760b731495a223	Lachnospira	#NV		0	0					0						
91ddbafa7af5391e857f60f48718c491	Pseudomonas	Pseudomonas		0	0											
23025c9c8007c75d1355136cb2dcced3	Staphylococcus	#NV		0	0		0									
a1b5c22937f5d5a044f7d3d1769975c3	Pseudarcobacter	Pseudarcobacter		0	0											
3f17ee373b48dbaeda61efbc88d05012	Escherichia-Shigella	#NV		0	0	0	0	0	0		0		0			
6e6f306a337ba255a7f4a7f8469ff691	Cellvibrio	Cellvibrio		0	0											
0b36c352632cb1346cdc7d73f9fb376c	#NV	Pseudomonas		0	0		0		0							
287b62ed16ccd672c74ad2b91a471e80	#NV	Haemophilus		0	0		0	0	0	0		0	0	0	0	0
7a462d3d180e5e907f7257eeb1edd2be	unclassified_Rikenellaceae	#NV		0	0											
df6279ce75d8e247243a420aecb54493	Haliangium	#NV		0	0											
d511b2c363404d83ebbff6cc9173694e	Candidatus_Zambryskibacteria	#NV		0	0											
c861f5c457d2ea1b5b4992806cb7fcf5	Desulfitobacteriales_TC1	#NV		0	0											
6462903e0217b498373715310d59fb16	Barnesiella	#NV		0	0											
54e448ac46d9d45949b291756aa11fcd	unclassified_Proteobacteria	#NV		0	0											
a579f530c0a49bab3627efd593b4bd8b	Paludibacter	#NV		0	0											
3b830cbf7dbb3883b8848179f5e667e8	unclassified_Chitinophagales	#NV		0	0											
cbedce449073df820c1c249e3633d509	Escherichia-Shigella	#NV		0	0										0	
f9e179eddf0b79eecacf44399d811c98	Eisenbergiella	#NV		0	0											0
785d67b0c0232c96a21b7bf1c46f0a79	Prevotella	Prevotella		0	0	0	0	0	0			0				
00a96fbd0ac34bfd245f9c24f8737f7d	Blautia	Blautia		0	0										0	
a843fc211658b32d18ca8567f97f1a1e	unclassified_Comamonadaceae	unclassified_Comamonadaceae		0	0											
89d6e0970c6ba30b5c6c60ea68385387	#NV	Moraxella		0	0			0						0	0	0
27f014b787169ccad1fedaff175ed222	unclassified_Pedosphaeraceae	#NV		0	0											
ef895df20b206f18958deae8a189264d	unclassified_Aerococcaceae	unclassified_Aerococcaceae		0	0											
5dcad2f33b768a6b3af77cfaf4c1d177	Megasphaera	#NV		0	0											0
c74f1a342cb213b6e2e390791a00ceae	Streptococcus	#NV		0	0		0	0							0	
18e22bbdfdf964abc4f39bb690240c34	Bifidobacterium	#NV		0	0						0	0				
8735f92a7f18db944bc862777fbd3222	unclassified_Comamonadaceae	unclassified_Comamonadaceae		0	0		0	0		0		0				
4d2ce52617e7809d5bc9931fa772ade5	#NV	Pseudomonas		0	0										0	
f03614c5312b9b3cab4d47d6ab50341f	Staphylococcus	#NV		0	0											
46716caed3b0e69ca78886788015d968	Clostridium_sensu_stricto_1	#NV		0	0				0							
0fb538dc7ae93db1aad8af6b841e0274	unclassified_Comamonadaceae	unclassified_Comamonadaceae		0	0											
0e4b96294f2a2985a5d7fd8c87f7ce6d	Pedobacter	Pedobacter		0	0											
592e7630b2e58f0bcb2a3f9cccb07ceb	Iodobacter	#NV		0	0											
b6cb00aa857ffbcb07a92cce0774a1e3	unclassified_Sphingobacteriales_NS11-12_marine_group	#NV		0	0											
9826f851dcc89597cb212fcb45399a33	Bacteroides	#NV		0	0											
12b572e28712bf3afe82fa02c4631167	Enterococcus	Enterococcus		0	0											
6c7070437280e38bc2fd04dfc0ba42a7	Bacteroides	#NV		0	0		0							0		0
284d359f3ba625a7b80a9671e9d59000	Alkanindiges	Alkanindiges		0	0											
5737e058385a6a34a3bcfdec9f73df47	#NV	Cardiobacterium		0	0								0	0	0	0
267401c0990faa526b260d7c686ba710	#NV	Veillonella		0	0					0	0		0	0	0	0
a5ebb67781d0ddc6cf95da892fe9a569	#NV	Streptococcus		0	0											
95ad4bc74a7251119c5001685d02da31	#NV	Porphyromonas		0	0							0	0		0	0
0a68dc057c829d1ef356c77e6f218889	unclassified_Saprospiraceae	unclassified_Saprospiraceae		0	0											
8c08f5df6acb27d69d4a27585fd7b53a	0	0		0	0		0		0							0
ea146613f0478948b62746e1caddf05a	unclassified_Enterobacteriaceae	#NV		0	0	0	0				0					
72d83f4355309d031aa33d2872dda9b8	Acinetobacter	#NV		0	0											
61ebf2d888bdfd88c08ad18cbfb20dd3	unclassified_Enterobacteriaceae	#NV		0	0	0		0	0	0	0		0			
c4c01da744c2fa4a969656e63587f5a6	Bacteroides	#NV		0	0	0										0
eddda89b50bea842c9ddfbb1f67ba0dd	Intestinibacter	#NV		0	0											
82819e0b6b0a7ba359661678cb034a42	Carnobacterium	Carnobacterium		0	0											
212de99bb8d81c7e0699fed2b62a8144	#NV	Streptococcus		0	0			0	0	0		0		0	0	
5af2d6aa00faac3ea28328bce890f7c9	unclassified_Elusimicrobiota_Lineage_IIb	#NV		0	0											
052612ff22d3721d93cc2b0383d8ca35	unclassified_Babeliales	#NV		0	0											
e45c99bf00279747b3a66e1a2f9d5daa	unclassified_Ruminococcaceae	#NV		0	0											
d7c0f1aaf5cff81932ebfc8f462f1c52	Bacteroides	#NV		0	0			0								
2758adceb1bb9ecb31915439619369a5	Streptococcus	#NV		0	0									0		
0590c09e472d2b24389d40593404425b	Bifidobacterium	#NV		0	0											
d2aeeda35b7df1c2d95ea0c79e473953	Faecalitalea	#NV		0	0	0										
1228e4a93ccfe74d0423c8d82dbc4e67	Streptococcus	#NV		0	0			0		0						
b2371cb62cc6f73f0c6e0aaba73c0a70	Streptococcus	#NV		0	0						0					
2f911d3fc54b06ac27215b73abc21389	Clostridium_sensu_stricto_1	#NV		0	0									0		
028cb84559743910c3bcfa58db457c70	Bifidobacterium	#NV		0	0											
848fe2e9166563eec8936d4eb75c8bea	Bacteroides	#NV		0	0										0	
360aa1d3be1e116d873318d36f7693ec	Bifidobacterium	#NV		0	0											0
e58c6aadc561eb9b64d67cb31321b419	Bacteroides	#NV		0	0						0					
049c81252a518dddbb32501bf03f514a	Mucilaginibacter	Mucilaginibacter		0	0											
d7926eba30ca0f01bac6fc5d090e9ab9	#NV	Capnocytophaga		0	0						0	0	0	0	0	0
7e67f6ca906d36f371d20238a1b01e69	Parabacteroides	#NV		0	0		0	0	0				0			
4ad8db20b074326a0cf62c3f373ebd63	Corynebacterium	Corynebacterium		0	0											
41e6c0b55654af1d5cd503359fb77d18	Brevundimonas	Brevundimonas		0	0											
e78ecb138a8bee2a728274b849db12c1	#NV	Aggregatibacter		0	0	0									0	0
b04042e656b4f8d06261c5599eeded47	Candidatus_Methanoplasma	#NV		0	0											
ae46ed514b1663bb46a97c62fd3d133b	Candidatus_Nitrotoga	#NV		0	0											
f7d24deadcd38071a8f5f7f7dc03f93c	Blautia	#NV		0	0											
8048c6d48b7eb0a432dc4aa28e73ecce	unclassified_Neisseriaceae	unclassified_Neisseriaceae		0	0							0	0	0	0	0
a7699513aeb7ecd3aef08da307f234c2	Bacteroides	#NV		0	0					0						
c87740d26dd0b50e3cd6c3378e3f679c	unclassified_Gemmataceae	#NV		0	0											
0826b0da89ac7535b1cca41702f2d8fd	Nitrosomonadaceae_GOUTA6	#NV		0	0											
41bc962a086a977b6d2390170629309e	unclassified_Erysipelotrichaceae	#NV		0	0											
d602686473d3751ac4522bb548e58550	Legionella	#NV		0	0											
d74ac8311ad47eaa650bb8c695fa6023	Bifidobacterium	#NV		0	0										0	
ad04741933c0f3398cce50c10e3d96ca	Bifidobacterium	#NV		0	0	0										
2df62786f2c5245abd4e2e419570a25c	Faecalibacterium	#NV		0	0										0	
99225f13e5e5ca9c786680f968ff093a	Bacteroides	#NV		0	0	0										
f5fb9430830b6d3fd2ac5adab4f73b89	Bacteroides	#NV		0	0										0	
eb49dcb2b6dddddd26217c7fae472b81	Clostridium_sensu_stricto_1	#NV		0	0											
2968380939f4bafede2f60583b85c16a	Bacteroides	#NV		0	0		0		0	0						
1614f9a3584aefe6907bebd50d9f3c42	Streptococcus	#NV		0	0											
e1977516a17fd38e7b494e8e2d5cc950	[Ruminococcus]_gnavus_group	#NV		0	0							0				
78355d68ce4b60f01fb111c8ba3b8108	Collinsella	#NV		0	0					0						
