Feature ID	domain	phylum	class	order	family	genus	species	oxygen 3 categories	spores	motility	risk_group
7c8a0f5817400d6be9988ee1c601257b	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	unclassified_Fusobacterium	5_obligate anaerobe	no	no	2
300568e1ddcb6356519af1a75ab2df4b	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	Mogibacterium_diversum	5_obligate anaerobe	no	no	NA
39affe4f24aab02b897ece4e7d11f23d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	unclassified_Porphyromonas	5_obligate anaerobe	no	no	2
224102d609b83a172b11bd9115107f16	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	unclassified_Porphyromonas	5_obligate anaerobe	no	no	2
b70052f1527ee64b4d266d671f5a14c3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	unclassified_Porphyromonas	5_obligate anaerobe	no	no	2
76c79f2abc57cc084ad58546922178ea	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	unclassified_Porphyromonas	5_obligate anaerobe	no	no	2
edcc1ae48cdbc75eed8ee269a2c766d3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella	5_obligate anaerobe	no	no	2
e606e6a9dbcbaefd0fe8f53571bbcab0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella	5_obligate anaerobe	no	no	2
51f1ca18623d79ce18e21fb2d9734db8	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella	5_obligate anaerobe	no	no	2
b7b4ecb07e1719860260746a5443092a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_histicola	5_obligate anaerobe	no	no	2
32f8fd11d2bee278d609a1d4ab767554	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_melaninogenica	5_obligate anaerobe	no	no	2
f965319c0367c47567d70b923e4673d7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_melaninogenica	5_obligate anaerobe	no	no	2
ee81b2bfaff2d3edef79b82d58742826	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_melaninogenica	5_obligate anaerobe	no	no	2
d8a05ea8aecfcf5910db345be88e712a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_nanceiensis	5_obligate anaerobe	no	no	2
def5b6d8524e4fc6941620c712f1074d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_nanceiensis	5_obligate anaerobe	no	no	2
f0232e28323111f209fbb997f84dd4a7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_salivae	5_obligate anaerobe	no	no	2
0999f4e86c94093f74e23b12501455f8	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia	Scardovia_wiggsiae	5_obligate anaerobe	no	no	1
8e493df449e84acb4e24f5811ff3599b	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium_moorei	5_obligate anaerobe	no	no	2
06f825b512d903b9230e1a55d87359ee	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
56bde454092279f47b556883d5909620	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
edc9e5c16e40aff1eadce6597940f08f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
c3a6b5adfc02deaeae7d2c7971e19e78	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
101803f312fa3f817aa29ccc35d14ecc	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
cecb70145de326663e025cf4c44d8c6d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
1b51357852b0b814b4d9918c6f0ab762	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
57e4702908434556f1ef3b06bc4d90c2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
3db80fc0b97d3daef63917e652004908	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
3e3c45f8a8cd36a650b63a7e6f260dd3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
a11dfa1dcbd0d6d5a35b0a70955e625f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
d97ceabe0f9c86cd0f2ad939ab60f347	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
8571b882e05fc8f4b196c351c168044d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
521db6dadffd64da854682ceb123784c	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
5d7b451064888565a46f002608f8f69b	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
85b6e8ab41c440d4c772047c068224b0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
44efcee990b04b04caf7285bf1825150	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
471d608d0c40e036573412ba8f0bb78c	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
676810e1c4f71790e81f104fc748cd58	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
f1875ee01fde66a84ea1231a78ed6119	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
c3d0da2b0b299cad44a370b8c23b09a9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
212de99bb8d81c7e0699fed2b62a8144	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified_Streptococcus	5_obligate anaerobe	no	no	2
fd496fd32dc8c08ade2e8b6c9d8ee13d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_salivarius	5_obligate anaerobe	no	no	2
923f521b9cf313f1f95c9367e09bbc1c	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	unclassified_Veillonella	5_obligate anaerobe	no	no	1
ac52cbe03fa78753c48e0bfe5df2a991	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	unclassified_Veillonella	5_obligate anaerobe	no	no	1
cd9401a6bce4a63af516d06d2a843f9d	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	unclassified_Veillonella	5_obligate anaerobe	no	no	1
da466b9784b267fa1119706ed02d88ef	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	unclassified_Veillonella	5_obligate anaerobe	no	no	1
76a2a89fb35336e7b117fc44ff915092	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	unclassified_Veillonella	5_obligate anaerobe	no	no	1
2589597eea2be5aa1a419632b8e1a9d3	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	unclassified_Veillonella	5_obligate anaerobe	no	no	1
8d35d777e6abf2644eb139cf26bf2cbc	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	unclassified_Veillonella	5_obligate anaerobe	no	no	1
b022b5312f30be684bdd2cc66030dea5	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	unclassified_Veillonella	5_obligate anaerobe	no	no	1
4e223e2d7814098d6ad94a9387c429fc	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	unclassified_Veillonella	5_obligate anaerobe	no	no	1
0243b68c76049aa1b8c51a20333da950	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_ND3007_group	unclassified_Lachnospiraceae_ND3007_group	NA	NA	NA	NA
095dcca0a1cacb655451100eb59c8ef1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxellaceae_[Agitococcus]_lubricus_group	unclassified_Moraxellaceae_[Agitococcus]_lubricus_group	NA	NA	NA	NA
3c1bc880e7a6cfa277f465c13da5bcbc	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Rhodocyclaceae_C39	unclassified_Rhodocyclaceae_C39	NA	NA	NA	NA
8135beec331a8d558070c38b580e4b8e	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_CAG-352	unclassified_Ruminococcaceae_CAG-352	NA	NA	NA	NA
b28e5241d81992352245d268a7c7f2e7	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonadaceae_TM7a	unclassified_Saccharimonadaceae_TM7a	NA	NA	NA	NA
8c4424e44543acd944812fc9a3921e54	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonadaceae_TM7a	unclassified_Saccharimonadaceae_TM7a	NA	NA	NA	NA
e465d3007f5b7eb87b787d095f24e360	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	TM7_phylum	NA	NA	NA	NA
727838b8c5cfa5f2f346c030fe8ed9a9	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	TM7_phylum	NA	NA	NA	NA
eb8703bec107fde47a51d497106b1060	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	TM7_phylum	NA	NA	NA	NA
2625ae9c211d1eb6a72d137f74cb697e	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	TM7_phylum	NA	NA	NA	NA
0ba1dfeeba03f086492815c7ff82aa0a	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	unclassified_Absconditabacteriales_(SR1)	unclassified_Absconditabacteriales_(SR1)	unclassified_Absconditabacteriales_(SR1)	NA	NA	NA	NA
202cf39cadaf024ea5be66e468ae888e	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	NA	NA	NA	NA
89d813ff22738d7f1e4013c8dc313400	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Azambacteria	unclassified_Candidatus_Azambacteria	unclassified_Candidatus_Azambacteria	unclassified_Candidatus_Azambacteria	NA	NA	NA	NA
6478419ce321e93975870b760c0f31f0	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	unclassified_Candidatus_Kaiserbacteria	unclassified_Candidatus_Kaiserbacteria	unclassified_Candidatus_Kaiserbacteria	NA	NA	NA	NA
cb1c7883504dd35ac3a1144625b4cc05	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	unclassified_Candidatus_Peribacteria	unclassified_Candidatus_Peribacteria	unclassified_Candidatus_Peribacteria	NA	NA	NA	NA
e760971780dcb309a237f68058c31e6d	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	unclassified_Clostridia_UCG-014	unclassified_Clostridia_UCG-014	unclassified_Clostridia_UCG-014	NA	NA	NA	NA
157b7d8c1b560c3beb097b755727878c	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	unclassified_Clostridia_UCG-014	unclassified_Clostridia_UCG-014	unclassified_Clostridia_UCG-014	NA	NA	NA	NA
3eb129ba3c12a44620647798dde41194	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	unclassified_Clostridia_UCG-014	unclassified_Clostridia_UCG-014	unclassified_Clostridia_UCG-014	NA	NA	NA	NA
ad53576cccb4fb7af5597cb3f5168ab2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae	unclassified_Comamonadaceae	NA	NA	NA	NA
8735f92a7f18db944bc862777fbd3222	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae	unclassified_Comamonadaceae	NA	NA	NA	NA
0fb538dc7ae93db1aad8af6b841e0274	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae	unclassified_Comamonadaceae	NA	NA	NA	NA
d3530350480a2196e24a004fa0027558	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae	unclassified_Comamonadaceae	NA	NA	NA	NA
38e6590dd91eb0b5561b608de27426eb	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae	unclassified_Comamonadaceae	NA	NA	NA	NA
702af9e944edfd5a1a7f0dce0d566376	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	unclassified_Microbacteriaceae	unclassified_Microbacteriaceae	NA	NA	NA	NA
d2af52fc6f48ab4d05c96dad9527d8a2	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	unclassified_Microbacteriaceae	unclassified_Microbacteriaceae	NA	NA	NA	NA
43f8d1ced946461f54ea0b5b7001d5d6	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	unclassified_Microbacteriaceae	unclassified_Microbacteriaceae	NA	NA	NA	NA
8048c6d48b7eb0a432dc4aa28e73ecce	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	unclassified_Neisseriaceae	unclassified_Neisseriaceae	NA	NA	NA	NA
99d7dd8fdd43cef331f256e86f097a82	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	unclassified_Neisseriaceae	unclassified_Neisseriaceae	NA	NA	NA	NA
4a1e5e44473fcf41f308288148927289	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	unclassified_Neisseriaceae	unclassified_Neisseriaceae	NA	NA	NA	NA
acf97c468ae94efcf4d5ec538ffae143	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	unclassified_Opitutaceae	unclassified_Opitutaceae	NA	NA	NA	NA
6fd05e11fe57bb5ba9fd3b0fdd8b80f1	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified_Oxalobacteraceae	unclassified_Oxalobacteraceae	NA	NA	NA	NA
b3790a09856aae5be2d130689fd3fb05	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified_Oxalobacteraceae	unclassified_Oxalobacteraceae	NA	NA	NA	NA
540e04eb50350920063f25b701d7308d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified_Oxalobacteraceae	unclassified_Oxalobacteraceae	NA	NA	NA	NA
f3384f1f36a908bd09b3c265bac26f8c	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unclassified_Pasteurellaceae	unclassified_Pasteurellaceae	NA	NA	NA	NA
60933de335c7464f51fffcd2152a39a6	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	unclassified_Planococcaceae	unclassified_Planococcaceae	NA	NA	NA	NA
9f04d4582c00cc1372a4a536aaa64d65	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	unclassified_Planococcaceae	unclassified_Planococcaceae	NA	NA	NA	NA
cc4fa9a30fb72ffe2170c798191b1aba	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiales_BIrii41	unclassified_Polyangiales_BIrii41	unclassified_Polyangiales_BIrii41	NA	NA	NA	NA
49b3e7c3be87679d6948b7a3e5e5e980	Bacteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	NA	NA	NA	NA
